"","Churn","Techie","Phone","Multiple","OnlineBackup","DeviceProtection","StreamingTV","StreamingMovies","Tenure","ContractMonth-to-month","ContractOne year","ContractTwo Year","InternetServiceDSL","InternetServiceFiber Optic","InternetServiceNone","PaymentMethodBank Transfer(automatic)","PaymentMethodCredit Card (automatic)","PaymentMethodElectronic Check","PaymentMethodMailed Check"
"298","No",0,1,1,0,1,1,0,11.48699577,0,0,1,1,0,0,0,1,0,0
"299","Yes",0,1,0,1,0,1,1,2.701548767,0,1,0,0,1,0,0,0,1,0
"300","Yes",0,1,0,1,0,1,0,1.665089598,1,0,0,0,0,1,0,0,0,1
"301","No",0,0,1,1,0,1,0,1.934171569,0,0,1,0,1,0,0,0,1,0
"302","No",1,1,1,0,0,0,0,12.63923748,0,0,1,1,0,0,0,1,0,0
"303","No",0,1,1,0,0,0,0,8.249941923,0,0,1,0,0,1,0,1,0,0
"304","No",0,1,0,1,1,0,1,2.916144419,1,0,0,1,0,0,0,0,0,1
"305","No",1,1,0,1,1,0,1,3.098560266,0,0,1,0,1,0,0,1,0,0
"306","Yes",0,1,1,1,0,1,1,11.53737155,0,1,0,0,0,1,0,0,0,1
"307","Yes",0,1,0,0,0,1,1,17.78302494,1,0,0,0,0,1,0,0,1,0
"308","Yes",0,1,1,0,0,1,0,12.68609343,1,0,0,1,0,0,0,0,0,1
"309","Yes",0,1,1,1,0,0,1,7.208423897,1,0,0,0,1,0,0,0,0,1
"310","Yes",0,1,0,1,0,0,1,13.99605863,1,0,0,0,0,1,0,0,1,0
"311","No",0,1,0,1,0,0,0,5.78844751,0,0,1,1,0,0,0,0,1,0
"312","No",0,1,0,1,1,0,0,5.638280421,0,0,1,0,1,0,0,1,0,0
"313","No",1,1,1,0,0,0,1,2.294386519,0,1,0,1,0,0,1,0,0,0
"314","Yes",0,1,1,1,0,1,1,5.136076177,0,0,1,1,0,0,0,0,1,0
"315","No",1,1,1,0,1,0,0,11.80801038,0,0,1,1,0,0,0,1,0,0
"316","No",0,1,1,1,1,1,0,16.72537387,0,0,1,1,0,0,0,0,1,0
"317","Yes",0,1,0,1,0,0,0,6.955766017,1,0,0,1,0,0,0,0,1,0
"318","No",0,1,0,0,0,1,0,20.31446952,1,0,0,0,1,0,0,1,0,0
"319","No",0,1,1,1,1,1,0,19.28013343,0,1,0,0,1,0,0,0,1,0
"320","No",0,1,1,1,0,0,1,9.958831629,0,0,1,0,1,0,0,0,1,0
"321","Yes",0,1,0,1,0,1,1,2.162477942,0,0,1,0,0,1,1,0,0,0
"322","Yes",0,1,0,0,1,1,1,14.5222363,1,0,0,1,0,0,1,0,0,0
"323","No",0,1,0,0,1,1,0,18.29218438,0,0,1,0,1,0,0,0,1,0
"324","No",0,1,1,1,1,0,0,6.864219377,0,0,1,1,0,0,0,0,0,1
"325","No",0,0,1,1,0,0,0,6.525380768,0,1,0,0,1,0,0,0,1,0
"326","Yes",0,1,1,1,1,1,1,15.34839938,1,0,0,0,1,0,0,0,1,0
"327","Yes",0,1,0,0,0,0,1,1.030630574,1,0,0,0,1,0,0,0,1,0
"328","Yes",0,1,0,1,0,1,0,9.320973584,1,0,0,0,0,1,1,0,0,0
"329","No",1,1,1,0,1,0,0,11.57257501,0,1,0,1,0,0,0,0,1,0
"330","Yes",0,1,0,1,0,1,1,20.16532013,1,0,0,1,0,0,0,0,1,0
"331","Yes",0,1,0,0,0,1,0,11.4488726,1,0,0,0,1,0,0,0,1,0
"332","Yes",0,1,1,0,0,1,0,8.315973557,1,0,0,0,1,0,1,0,0,0
"333","Yes",0,1,0,0,1,0,1,1.515290738,1,0,0,0,0,1,0,1,0,0
"334","No",1,1,1,1,0,0,0,2.667736094,0,1,0,0,0,1,0,0,1,0
"335","No",1,1,0,0,0,0,1,6.267383901,0,1,0,1,0,0,1,0,0,0
"336","Yes",0,0,0,1,0,1,0,6.856207666,1,0,0,1,0,0,0,0,0,1
"337","No",0,1,0,0,1,1,0,13.72354614,0,1,0,0,1,0,0,0,1,0
"338","No",0,1,1,0,1,0,1,2.405574983,0,1,0,1,0,0,0,1,0,0
"339","No",0,1,0,0,0,0,0,4.186523762,0,0,1,1,0,0,1,0,0,0
"340","Yes",1,0,0,0,0,1,1,6.820250541,1,0,0,0,0,1,0,1,0,0
"341","No",1,1,0,1,1,0,1,16.15614223,0,0,1,0,1,0,0,0,1,0
"342","Yes",0,1,1,0,0,1,0,5.402712746,1,0,0,0,0,1,1,0,0,0
"343","Yes",0,1,1,1,1,1,1,1.051188042,0,1,0,0,0,1,0,1,0,0
"344","No",0,1,0,0,0,0,1,2.661325529,1,0,0,0,1,0,0,0,0,1
"345","No",0,1,0,1,1,1,0,10.2452503,0,1,0,0,1,0,0,0,0,1
"346","No",0,1,0,1,0,0,1,4.576705489,0,1,0,0,0,1,0,1,0,0
"347","Yes",0,1,1,0,1,1,1,7.351090778,0,1,0,0,0,1,1,0,0,0
"348","No",0,0,0,0,0,0,0,5.867164261,0,0,1,0,1,0,1,0,0,0
"349","No",0,1,0,1,1,0,1,8.248755691,0,0,1,1,0,0,0,1,0,0
"350","Yes",0,1,0,0,1,0,1,8.210220142,1,0,0,1,0,0,0,0,0,1
"351","No",0,1,1,1,0,0,0,8.884543585,1,0,0,0,1,0,0,0,1,0
"352","No",0,1,1,0,1,0,0,15.12645563,1,0,0,0,1,0,0,0,0,1
"353","Yes",0,1,1,0,1,0,0,3.024806192,1,0,0,1,0,0,0,0,0,1
"354","No",0,0,0,0,1,0,0,5.755833887,1,0,0,0,0,1,1,0,0,0
"355","Yes",0,1,0,0,1,1,1,17.31776736,1,0,0,0,0,1,1,0,0,0
"356","Yes",0,1,0,0,0,1,1,9.630236452,0,1,0,0,0,1,0,0,1,0
"357","Yes",1,0,0,0,1,1,1,3.857491515,0,0,1,0,1,0,1,0,0,0
"358","No",0,1,1,0,0,0,0,8.006997906,1,0,0,1,0,0,1,0,0,0
"359","Yes",0,1,1,0,0,1,1,2.384942381,1,0,0,0,1,0,1,0,0,0
"360","Yes",0,1,1,1,1,0,0,7.18546062,1,0,0,1,0,0,1,0,0,0
"361","No",0,1,0,1,1,1,0,18.7939759,0,0,1,0,1,0,0,1,0,0
"362","Yes",0,0,1,1,1,1,1,16.3364928,0,0,1,0,0,1,0,0,0,1
"363","Yes",0,1,1,1,1,0,1,2.389328443,1,0,0,0,0,1,0,0,1,0
"364","Yes",1,1,0,1,1,1,1,2.811977672,1,0,0,0,1,0,0,1,0,0
"365","No",0,1,0,0,1,0,1,3.835182255,0,1,0,0,1,0,0,0,0,1
"366","No",0,1,1,0,0,0,0,22.37864487,0,1,0,1,0,0,0,0,1,0
"367","No",0,1,0,1,1,0,0,11.04013684,1,0,0,0,1,0,0,0,1,0
"368","Yes",0,1,1,0,0,1,0,9.660168743,0,0,1,1,0,0,0,0,1,0
"369","Yes",1,1,1,1,0,1,1,1.770031252,1,0,0,0,0,1,0,0,1,0
"370","No",0,1,0,0,1,0,0,21.1307851,1,0,0,0,1,0,0,0,0,1
"371","No",0,1,0,1,1,1,0,8.355760951,0,1,0,0,1,0,0,1,0,0
"372","No",0,1,0,0,0,0,0,13.59949293,1,0,0,1,0,0,0,0,1,0
"373","No",0,1,1,0,0,1,0,14.51274009,0,1,0,1,0,0,0,1,0,0
"374","No",0,1,0,0,1,1,0,26.68008793,0,1,0,0,1,0,0,0,0,1
"375","No",1,1,1,0,0,0,1,8.856546048,0,0,1,1,0,0,0,1,0,0
"376","No",0,1,0,1,0,0,0,1.277136149,1,0,0,0,1,0,0,0,1,0
"377","Yes",0,1,0,1,0,0,1,5.412980331,1,0,0,0,1,0,0,1,0,0
"378","No",0,1,1,1,1,1,1,5.982479,0,0,1,0,1,0,1,0,0,0
"379","Yes",0,1,0,0,1,0,1,2.175619,1,0,0,1,0,0,0,0,1,0
"380","No",1,0,0,0,1,0,1,20.16124,0,1,0,0,0,1,1,0,0,0
"381","No",0,1,0,1,0,0,1,3.081551,0,1,0,0,1,0,0,0,1,0
"382","No",1,1,0,1,1,1,0,3.943222,0,0,1,0,0,1,0,0,1,0
"383","Yes",0,1,1,0,1,1,1,4.773251,0,0,1,1,0,0,0,0,1,0
"384","Yes",0,1,0,1,0,0,1,7.376158,1,0,0,1,0,0,0,1,0,0
"385","No",0,1,0,1,1,1,0,8.962444,0,0,1,0,1,0,0,0,0,1
"386","No",0,1,0,1,0,1,0,23.24675,1,0,0,0,1,0,0,0,0,1
"387","Yes",0,1,0,1,0,1,1,2.051002,1,0,0,0,1,0,0,0,1,0
"388","Yes",0,1,0,1,0,1,1,13.37596,1,0,0,0,1,0,1,0,0,0
"389","Yes",0,0,1,0,0,0,1,11.5352,1,0,0,1,0,0,0,1,0,0
"390","Yes",0,1,1,0,0,1,1,3.465896,0,1,0,1,0,0,0,0,1,0
"391","No",0,1,1,1,1,0,1,13.63369,0,0,1,0,1,0,0,0,0,1
"392","No",0,1,1,0,0,1,0,8.333131,1,0,0,0,1,0,1,0,0,0
"393","No",0,1,0,1,1,1,0,9.061231,1,0,0,0,1,0,0,0,1,0
"394","No",0,1,0,0,1,0,0,2.499923,1,0,0,1,0,0,1,0,0,0
"395","No",1,1,0,1,0,0,0,26.27061,0,0,1,0,0,1,0,0,1,0
"396","No",0,0,1,0,1,0,0,9.832835,1,0,0,1,0,0,1,0,0,0
"397","No",0,1,1,1,0,0,0,4.791566,0,0,1,1,0,0,0,0,1,0
"398","Yes",1,1,1,1,0,1,0,5.855847,1,0,0,0,1,0,0,1,0,0
"399","No",0,1,0,0,1,1,0,3.744207,0,1,0,0,0,1,0,1,0,0
"400","Yes",0,1,1,0,1,1,1,11.50316,1,0,0,1,0,0,0,0,1,0
"401","Yes",0,1,1,1,1,0,1,6.818283,1,0,0,0,1,0,0,0,0,1
"402","No",0,1,0,1,0,1,0,12.03582,0,0,1,0,0,1,1,0,0,0
"403","Yes",0,1,1,1,0,0,1,18.381,1,0,0,0,1,0,1,0,0,0
"404","Yes",0,1,0,0,1,0,0,11.87278,1,0,0,1,0,0,1,0,0,0
"405","Yes",0,0,1,0,1,0,1,7.831744,1,0,0,0,0,1,1,0,0,0
"406","No",0,1,1,0,1,1,1,19.72758,0,1,0,0,1,0,0,0,0,1
"407","Yes",1,1,1,0,1,1,0,11.53174,1,0,0,1,0,0,0,0,1,0
"408","No",0,1,1,0,0,1,0,28.28911,0,1,0,0,1,0,0,1,0,0
"409","No",0,1,0,0,0,0,0,27.98865,1,0,0,1,0,0,0,0,0,1
"410","No",0,1,0,0,0,1,1,15.2109,0,0,1,0,1,0,1,0,0,0
"411","No",1,0,0,1,0,0,0,16.85088,0,1,0,0,1,0,0,0,0,1
"412","Yes",1,0,1,0,0,1,0,3.543665,1,0,0,1,0,0,0,0,0,1
"413","Yes",0,1,1,0,0,1,1,2.465822,1,0,0,0,1,0,0,1,0,0
"414","No",0,1,0,0,1,0,1,3.362461,0,0,1,0,0,1,0,0,1,0
"415","Yes",0,1,0,0,0,1,1,24.34252,1,0,0,1,0,0,0,1,0,0
"416","Yes",1,1,1,1,0,1,1,9.951059,0,0,1,0,1,0,0,0,1,0
"417","No",0,1,1,0,1,0,1,17.13556,0,0,1,0,1,0,0,0,1,0
"418","Yes",0,1,1,1,1,0,1,3.523461,1,0,0,1,0,0,0,0,1,0
"419","No",0,1,0,0,1,0,0,1.900671,0,0,1,0,1,0,1,0,0,0
"420","No",0,0,1,1,0,0,1,11.00764,0,1,0,1,0,0,0,0,0,1
"421","Yes",0,1,1,0,0,1,1,8.907101,1,0,0,1,0,0,0,0,1,0
"422","No",0,1,0,0,0,0,1,4.798977,1,0,0,0,0,1,0,0,1,0
"423","Yes",0,1,0,1,1,1,1,14.1687,1,0,0,0,1,0,0,0,1,0
"424","Yes",0,1,1,0,1,1,1,26.74209,1,0,0,1,0,0,0,1,0,0
"425","No",0,1,0,1,0,0,0,3.990716,0,1,0,0,1,0,0,0,1,0
"426","No",0,1,1,1,0,1,0,11.90634,0,1,0,0,0,1,1,0,0,0
"427","No",0,1,1,1,1,0,0,6.840972,1,0,0,0,1,0,0,0,0,1
"428","No",0,1,1,1,0,0,0,20.43585,0,1,0,0,0,1,0,1,0,0
"429","No",1,0,0,1,0,0,0,3.089663,0,0,1,0,1,0,0,0,0,1
"430","No",0,1,0,0,1,1,0,10.39421,0,1,0,1,0,0,0,0,0,1
"431","No",1,1,1,1,0,1,0,4.905018,0,1,0,0,1,0,1,0,0,0
"432","Yes",0,1,0,1,0,0,1,1.198203,1,0,0,0,1,0,0,1,0,0
"433","Yes",1,1,0,0,0,1,1,1.366478,1,0,0,0,1,0,0,0,0,1
"434","Yes",0,1,1,1,1,0,1,8.492902,0,1,0,1,0,0,0,0,0,1
"435","No",0,1,0,1,0,1,0,3.374565,1,0,0,1,0,0,0,0,1,0
"436","No",1,1,0,1,0,0,0,5.229738,1,0,0,0,0,1,0,0,0,1
"437","Yes",0,1,0,0,0,1,1,19.98033,1,0,0,0,1,0,0,0,1,0
"438","No",1,1,1,0,1,1,0,11.53977,0,0,1,0,1,0,1,0,0,0
"439","Yes",0,1,1,1,1,1,1,16.16886,0,1,0,1,0,0,0,0,0,1
"440","No",0,1,0,0,1,0,1,5.63873,1,0,0,0,1,0,1,0,0,0
"441","No",0,1,1,1,1,1,0,4.582941,0,1,0,0,1,0,0,1,0,0
"442","Yes",0,1,1,0,0,1,1,7.755991,1,0,0,0,1,0,1,0,0,0
"443","No",0,1,1,0,0,1,0,18.13802,1,0,0,0,1,0,1,0,0,0
"444","No",0,1,0,0,1,0,0,3.908371,1,0,0,1,0,0,1,0,0,0
"445","No",0,1,1,0,1,0,0,3.197618,1,0,0,0,1,0,0,0,0,1
"446","Yes",0,1,1,1,0,0,1,2.65459,1,0,0,0,1,0,1,0,0,0
"447","No",1,1,1,0,0,0,1,5.885148,0,1,0,0,1,0,1,0,0,0
"448","Yes",1,1,0,0,1,1,1,12.21802,1,0,0,0,0,1,0,0,1,0
"449","No",0,1,0,0,0,0,0,19.75809,0,0,1,1,0,0,0,0,0,1
"450","Yes",0,1,0,1,0,1,1,15.91251,1,0,0,0,0,1,0,1,0,0
"451","Yes",0,1,0,1,1,0,0,4.527648,1,0,0,1,0,0,0,0,1,0
"452","Yes",0,1,1,1,1,0,1,18.65137,1,0,0,0,1,0,0,0,0,1
"453","Yes",0,1,0,1,0,1,0,13.24052,1,0,0,0,1,0,0,0,1,0
"454","Yes",0,1,1,0,1,1,1,1.835282,1,0,0,0,0,1,0,0,1,0
"455","No",0,1,1,0,1,0,1,20.43277,0,1,0,1,0,0,0,1,0,0
"456","No",1,1,1,0,0,0,0,2.225465,0,0,1,0,1,0,0,1,0,0
"457","No",0,0,0,1,0,0,1,20.14176,1,0,0,0,1,0,0,0,1,0
"458","Yes",0,1,0,1,1,0,1,1.582585,1,0,0,1,0,0,1,0,0,0
"459","Yes",1,0,0,1,0,1,1,3.290431,1,0,0,0,1,0,0,0,0,1
"460","No",0,1,0,0,0,1,0,2.590677,0,0,1,0,1,0,1,0,0,0
"461","No",0,1,1,0,1,0,1,5.59356,0,0,1,0,0,1,0,0,1,0
"462","Yes",0,1,1,1,1,0,0,19.57075,1,0,0,0,1,0,1,0,0,0
"463","No",0,1,0,0,1,0,1,16.68618,0,0,1,0,0,1,0,0,1,0
"464","Yes",0,1,1,0,0,0,1,12.26499,1,0,0,1,0,0,0,0,1,0
"465","No",0,1,1,1,1,1,0,14.76922,0,0,1,0,1,0,0,1,0,0
"466","No",0,0,0,0,0,0,0,9.388962,1,0,0,1,0,0,0,0,1,0
"467","Yes",0,1,0,0,1,0,1,2.061636,1,0,0,0,1,0,0,0,1,0
"468","No",1,1,1,1,0,0,0,2.687062,0,0,1,0,1,0,0,1,0,0
"469","No",0,1,0,1,0,0,0,6.233177,1,0,0,1,0,0,0,1,0,0
"470","Yes",0,1,0,1,0,1,1,10.18679,1,0,0,1,0,0,0,0,1,0
"471","No",0,1,0,0,1,1,0,5.792794,0,0,1,1,0,0,0,1,0,0
"472","No",0,1,1,1,0,1,0,17.76511,1,0,0,0,0,1,0,1,0,0
"473","No",0,1,1,1,1,0,0,6.452058,0,0,1,1,0,0,1,0,0,0
"474","Yes",1,1,0,1,0,1,1,15.98627,1,0,0,0,1,0,0,0,1,0
"475","No",0,1,1,0,0,1,1,15.07394,0,1,0,1,0,0,1,0,0,0
"476","No",0,1,0,0,1,0,0,2.12851,0,1,0,1,0,0,0,1,0,0
"477","Yes",1,1,0,1,1,1,1,5.886238,1,0,0,0,0,1,0,1,0,0
"478","Yes",0,1,0,1,0,1,0,4.336113,1,0,0,1,0,0,0,0,0,1
"479","No",0,1,0,1,0,0,0,16.56317,1,0,0,1,0,0,0,0,1,0
"480","No",0,1,1,0,0,0,0,11.49687,0,1,0,0,0,1,0,1,0,0
"481","Yes",0,1,1,0,1,0,1,14.80349,1,0,0,0,1,0,0,1,0,0
"482","No",0,1,0,0,1,1,0,6.453124,0,0,1,0,1,0,0,0,1,0
"483","No",1,1,0,0,0,1,0,20.87424,0,0,1,1,0,0,0,0,1,0
"484","No",0,1,1,0,1,0,0,9.000396,0,0,1,1,0,0,0,1,0,0
"485","No",1,1,1,0,1,1,0,7.194779,0,1,0,1,0,0,1,0,0,0
"486","Yes",0,1,1,1,0,1,1,12.86551,1,0,0,1,0,0,0,0,1,0
"487","Yes",1,1,0,0,1,1,1,2.758575,1,0,0,0,1,0,0,1,0,0
"488","No",1,1,0,1,1,1,0,12.61471,0,0,1,1,0,0,0,0,1,0
"489","No",0,1,0,1,0,0,1,27.4563,1,0,0,1,0,0,0,0,0,1
"490","No",0,0,1,0,1,0,0,14.04801,0,0,1,0,1,0,0,0,1,0
"491","Yes",1,1,1,0,0,1,1,14.17599,0,0,1,0,1,0,1,0,0,0
"492","No",0,1,1,0,0,1,0,8.113307,0,0,1,0,0,1,0,1,0,0
"493","Yes",1,1,1,1,0,0,0,3.840589,1,0,0,1,0,0,0,1,0,0
"494","Yes",0,0,0,0,1,1,1,8.457034,0,1,0,0,1,0,0,0,1,0
"495","No",0,1,0,0,0,0,0,9.24589,0,1,0,0,0,1,0,0,1,0
"496","Yes",0,1,1,0,0,1,1,9.470798,1,0,0,0,1,0,0,0,1,0
"497","Yes",0,1,1,0,0,1,0,10.45497,1,0,0,0,0,1,1,0,0,0
"498","No",1,1,1,1,0,0,0,18.01018,0,0,1,0,1,0,0,0,0,1
"499","Yes",0,1,1,1,0,1,1,5.014012,0,1,0,1,0,0,0,0,0,1
"500","No",0,1,0,0,0,1,0,1.280324,0,0,1,0,1,0,0,0,0,1
"501","Yes",0,1,1,0,1,1,0,13.43811,1,0,0,1,0,0,0,0,0,1
"502","No",0,1,0,1,0,0,1,7.35817,1,0,0,0,1,0,0,1,0,0
"503","Yes",1,1,1,1,0,0,0,7.744129,1,0,0,0,1,0,0,1,0,0
"504","No",0,1,0,1,0,0,1,18.32904,0,1,0,1,0,0,0,1,0,0
"505","Yes",0,1,0,0,1,1,1,5.457127,0,0,1,1,0,0,0,1,0,0
"506","No",0,1,0,0,1,0,0,2.333094,1,0,0,0,1,0,0,0,0,1
"507","No",0,1,0,0,1,0,0,1.275948,1,0,0,0,0,1,1,0,0,0
"508","No",0,1,0,0,1,1,0,2.073632,0,1,0,1,0,0,0,0,1,0
"509","No",1,1,0,1,0,1,0,10.49402,0,0,1,1,0,0,0,0,0,1
"510","No",0,1,1,0,1,0,1,16.75789,0,1,0,1,0,0,0,0,1,0
"511","No",0,1,1,0,1,1,0,30.82191,1,0,0,0,0,1,0,0,1,0
"512","No",0,1,0,0,1,0,0,1.84687,0,0,1,0,1,0,1,0,0,0
"513","Yes",0,1,1,1,1,0,1,16.12971,1,0,0,1,0,0,0,0,0,1
"514","No",0,1,0,1,0,0,1,1.73409,1,0,0,0,1,0,0,0,0,1
"515","No",0,0,0,0,1,0,0,17.45182,0,0,1,0,1,0,1,0,0,0
"516","No",0,1,1,0,1,1,1,6.652608,0,0,1,0,1,0,0,0,0,1
"517","Yes",1,1,1,0,0,0,0,6.7064,1,0,0,0,1,0,0,1,0,0
"518","Yes",0,1,0,0,1,0,1,11.96096,1,0,0,1,0,0,1,0,0,0
"519","No",0,0,1,1,1,0,0,16.4299,1,0,0,0,1,0,0,0,0,1
"520","Yes",0,1,0,0,1,1,1,7.896371,1,0,0,1,0,0,0,0,1,0
"521","Yes",0,1,0,0,0,1,0,15.06815,1,0,0,0,0,1,0,0,1,0
"522","No",0,1,0,0,0,0,1,17.26451,0,0,1,1,0,0,0,1,0,0
"523","No",0,1,1,1,1,0,0,10.81514,0,1,0,0,1,0,0,1,0,0
"524","No",0,1,0,0,0,1,0,23.86996,1,0,0,1,0,0,1,0,0,0
"525","Yes",0,1,1,0,1,1,1,10.06395,0,0,1,0,0,1,0,0,1,0
"526","No",1,1,1,0,0,0,0,22.12945,0,1,0,0,1,0,0,0,1,0
"527","No",1,0,0,0,0,0,0,15.51392,0,1,0,0,0,1,1,0,0,0
"528","Yes",0,1,0,1,1,1,0,6.183692,1,0,0,0,1,0,0,1,0,0
"529","No",0,1,1,1,0,0,0,10.55294,0,0,1,0,1,0,1,0,0,0
"530","Yes",0,1,0,1,0,1,0,8.436679,1,0,0,0,0,1,0,0,0,1
"531","Yes",0,1,1,1,1,0,1,9.026366,1,0,0,0,0,1,1,0,0,0
"532","Yes",0,1,0,0,1,1,1,4.243723,1,0,0,0,1,0,1,0,0,0
"533","Yes",1,1,1,1,1,0,1,9.328119,1,0,0,1,0,0,0,1,0,0
"534","Yes",1,1,1,1,1,0,1,6.472433,1,0,0,0,0,1,0,0,0,1
"535","No",0,1,1,0,0,0,1,3.155929,0,1,0,1,0,0,0,1,0,0
"536","Yes",0,1,1,1,1,1,1,10.22422,1,0,0,1,0,0,0,0,1,0
"537","No",0,0,0,0,0,1,1,1.992273,0,0,1,0,1,0,0,0,0,1
"538","Yes",0,1,1,0,0,1,0,8.612474,1,0,0,1,0,0,0,0,0,1
"539","Yes",0,1,1,0,0,1,1,18.2103,1,0,0,0,0,1,0,0,1,0
"540","No",0,0,0,0,0,0,0,10.51089,0,0,1,1,0,0,0,0,1,0
"541","Yes",0,1,1,1,0,0,1,12.81579,1,0,0,1,0,0,0,1,0,0
"542","No",1,1,1,1,0,0,0,11.16354,1,0,0,0,1,0,0,0,1,0
"543","No",1,1,0,1,1,1,0,3.474901,1,0,0,0,1,0,0,1,0,0
"544","Yes",1,1,0,1,0,1,0,12.24637,0,1,0,1,0,0,0,0,1,0
"545","No",1,1,0,1,1,1,1,8.081086,0,1,0,0,1,0,0,0,1,0
"546","No",0,1,0,0,1,0,0,11.70115,0,1,0,0,1,0,0,1,0,0
"547","No",0,1,1,0,0,0,1,3.852241,0,0,1,0,0,1,0,0,1,0
"548","No",0,1,0,0,0,1,0,10.93329,1,0,0,0,1,0,0,0,0,1
"549","Yes",0,1,1,0,1,1,1,8.259716,0,0,1,0,1,0,0,0,1,0
"550","No",1,1,0,0,0,1,0,10.75614,1,0,0,0,0,1,0,0,1,0
"551","Yes",0,1,1,0,1,1,0,12.29962,1,0,0,0,1,0,0,0,0,1
"552","No",0,1,0,0,1,0,0,12.57563,1,0,0,0,1,0,0,0,0,1
"553","Yes",0,1,0,0,0,1,1,6.79324,1,0,0,0,0,1,0,0,0,1
"554","Yes",0,1,0,0,1,0,1,15.97096,1,0,0,1,0,0,0,0,1,0
"555","Yes",0,1,0,1,0,1,1,5.448172,1,0,0,1,0,0,0,1,0,0
"556","No",0,1,0,0,1,1,0,8.306218,0,1,0,0,1,0,0,0,1,0
"557","Yes",0,1,1,0,0,1,1,3.600682,0,1,0,0,0,1,0,0,1,0
"558","Yes",0,1,1,0,1,0,1,4.300397,1,0,0,0,1,0,0,0,1,0
"559","No",0,1,1,0,0,1,0,8.24734,0,0,1,1,0,0,0,0,0,1
"560","Yes",0,1,0,1,0,0,1,10.8754,1,0,0,1,0,0,0,0,1,0
"561","Yes",0,0,1,1,1,1,1,16.56847,0,0,1,1,0,0,0,0,1,0
"562","No",1,1,1,0,1,0,0,2.984004,0,0,1,1,0,0,1,0,0,0
"563","No",0,1,0,1,0,0,0,6.140643,0,0,1,0,1,0,0,0,0,1
"564","No",1,1,0,0,0,0,1,12.69289,1,0,0,0,0,1,0,1,0,0
"565","No",0,1,0,0,0,1,1,18.58829,0,1,0,0,1,0,0,0,0,1
"566","Yes",0,1,1,0,1,1,0,7.881289,1,0,0,1,0,0,0,0,0,1
"567","No",0,1,0,0,0,0,1,12.47148,0,0,1,0,1,0,0,0,0,1
"568","Yes",0,1,1,0,1,1,1,9.448434,1,0,0,0,1,0,0,0,1,0
"569","No",0,0,0,1,1,1,0,13.09678,1,0,0,0,0,1,0,0,1,0
"570","Yes",0,1,0,0,0,1,1,10.74959,1,0,0,0,1,0,0,0,1,0
"571","Yes",0,1,0,1,0,0,1,5.006746,1,0,0,1,0,0,0,0,1,0
"572","No",0,0,0,1,0,0,0,2.598272,1,0,0,1,0,0,0,0,1,0
"573","No",0,1,0,0,0,0,1,4.278907,1,0,0,0,0,1,1,0,0,0
"574","No",0,1,0,1,1,1,1,8.681614,0,1,0,0,1,0,0,1,0,0
"575","No",0,0,0,1,0,0,1,7.513611,0,0,1,0,0,1,0,1,0,0
"576","No",0,1,1,1,1,0,0,10.92196,1,0,0,0,1,0,0,0,0,1
"577","No",0,1,0,1,0,0,0,10.41798,0,0,1,1,0,0,1,0,0,0
"578","No",0,1,1,0,0,1,0,5.966695,0,0,1,0,0,1,0,0,1,0
"579","Yes",0,1,0,1,0,1,1,13.16571,1,0,0,1,0,0,1,0,0,0
"580","No",0,1,1,0,1,0,0,10.29318,0,1,0,0,0,1,0,0,1,0
"581","No",1,1,1,0,0,0,0,6.039499,0,0,1,1,0,0,1,0,0,0
"582","No",0,1,0,0,1,0,1,11.17999,0,1,0,0,1,0,0,0,1,0
"583","No",0,1,0,0,1,0,0,8.509962,1,0,0,0,1,0,0,1,0,0
"584","No",0,1,1,0,1,0,0,1.602966,0,0,1,1,0,0,1,0,0,0
"585","Yes",0,1,1,0,1,1,0,5.944147,1,0,0,1,0,0,1,0,0,0
"586","Yes",0,1,1,1,0,1,1,13.46637,1,0,0,1,0,0,1,0,0,0
"587","No",0,1,0,1,0,0,1,5.787415,0,0,1,0,1,0,0,0,1,0
"588","Yes",0,1,0,0,1,1,1,17.2501,1,0,0,0,0,1,1,0,0,0
"589","No",0,1,0,1,0,1,0,6.150351,1,0,0,0,1,0,1,0,0,0
"590","Yes",0,1,1,0,1,1,1,7.72199,0,1,0,0,1,0,0,0,1,0
"591","Yes",1,1,1,1,1,1,0,2.10678,0,1,0,0,1,0,0,0,1,0
"592","No",1,1,1,0,1,0,0,3.172425,0,0,1,0,1,0,0,0,1,0
"593","No",1,0,0,0,1,1,0,8.794478,1,0,0,0,0,1,0,1,0,0
"594","No",1,1,1,0,0,1,0,15.64015,0,1,0,0,0,1,0,0,0,1
"595","Yes",0,1,0,1,0,1,1,17.09722,1,0,0,1,0,0,0,0,0,1
"596","Yes",0,1,1,0,0,1,0,2.437932,1,0,0,0,1,0,0,1,0,0
"597","No",0,1,1,0,0,0,0,11.81853,1,0,0,0,0,1,0,0,1,0
"598","No",0,1,0,0,1,1,1,7.899007,0,0,1,0,1,0,1,0,0,0
"599","No",0,0,0,0,0,0,1,10.52622,0,0,1,0,1,0,1,0,0,0
"600","No",0,1,0,0,1,0,1,17.2154,1,0,0,1,0,0,1,0,0,0
"601","Yes",0,1,0,1,0,1,1,8.268061,1,0,0,0,1,0,0,0,1,0
"602","No",0,1,0,1,1,0,1,16.88185,0,0,1,1,0,0,1,0,0,0
"603","Yes",0,1,1,1,0,1,0,3.046588,1,0,0,0,1,0,0,0,1,0
