"","Churn","Techie","Phone","Multiple","OnlineBackup","DeviceProtection","StreamingTV","StreamingMovies","Tenure","ContractMonth-to-month","ContractOne year","ContractTwo Year","InternetServiceDSL","InternetServiceFiber Optic","InternetServiceNone","PaymentMethodBank Transfer(automatic)","PaymentMethodCredit Card (automatic)","PaymentMethodElectronic Check","PaymentMethodMailed Check"
"1430","Yes",0,1,1,1,1,1,0,16.78883402,1,0,0,0,1,0,0,0,1,0
"1431","Yes",0,1,1,1,1,1,1,10.27733324,1,0,0,1,0,0,1,0,0,0
"1432","No",0,1,0,1,0,0,1,15.98515564,1,0,0,0,1,0,0,1,0,0
"1433","Yes",1,1,1,1,0,1,1,3.19677148,0,1,0,0,1,0,0,0,0,1
"1434","Yes",0,1,0,0,1,0,1,2.256763731,1,0,0,1,0,0,0,1,0,0
"1435","Yes",0,1,0,0,0,1,0,1.915736733,1,0,0,0,0,1,0,0,1,0
"1436","Yes",0,1,1,0,1,1,1,14.02688588,0,1,0,1,0,0,0,1,0,0
"1437","No",0,1,1,1,1,0,1,20.96098587,1,0,0,0,1,0,0,1,0,0
"1438","No",0,0,0,0,0,0,1,16.48377098,0,0,1,1,0,0,0,0,0,1
"1439","Yes",0,1,0,1,0,0,1,7.989151046,1,0,0,0,0,1,1,0,0,0
"1440","No",1,1,0,0,0,0,0,5.682395213,0,0,1,0,1,0,0,1,0,0
"1441","Yes",0,1,0,0,1,1,0,10.99225739,1,0,0,0,0,1,0,0,1,0
"1442","No",0,1,0,0,1,1,0,1.550200335,1,0,0,0,1,0,0,0,1,0
"1443","No",0,0,0,0,1,0,1,19.73065009,0,0,1,0,1,0,0,1,0,0
"1444","Yes",0,1,1,1,0,0,1,7.840871292,1,0,0,0,0,1,0,1,0,0
"1445","No",1,0,1,0,0,0,0,7.349883172,0,1,0,0,0,1,1,0,0,0
"1446","No",0,1,1,1,1,1,0,5.414586898,0,0,1,0,0,1,0,0,1,0
"1447","No",0,1,1,0,1,0,0,9.605264775,1,0,0,0,1,0,1,0,0,0
"1448","Yes",0,1,1,1,1,0,1,4.843533662,1,0,0,0,0,1,0,1,0,0
"1449","No",0,1,0,0,0,0,0,13.24581884,0,1,0,0,1,0,0,0,0,1
"1450","Yes",0,1,0,0,0,1,0,3.330819942,1,0,0,0,1,0,0,0,0,1
"1451","No",0,1,1,0,0,0,0,1.84918194,0,0,1,0,1,0,0,0,1,0
"1452","No",0,1,1,0,0,0,0,9.07813252,0,1,0,0,0,1,1,0,0,0
"1453","No",0,1,0,0,1,1,0,6.585140105,1,0,0,0,0,1,0,1,0,0
"1454","No",0,1,0,1,1,0,0,10.46452162,1,0,0,0,1,0,0,1,0,0
"1455","No",0,1,0,1,0,1,0,10.11687657,0,1,0,1,0,0,0,1,0,0
"1456","Yes",1,1,0,1,1,1,1,2.181372893,0,1,0,0,1,0,0,0,0,1
"1457","Yes",1,1,0,1,1,0,0,14.26615817,1,0,0,1,0,0,1,0,0,0
"1458","Yes",1,1,1,0,0,0,1,19.08438023,1,0,0,0,0,1,0,0,0,1
"1459","No",0,1,0,1,0,0,0,6.203299256,0,1,0,0,1,0,0,0,0,1
"1460","No",0,1,0,0,0,0,0,3.354127023,1,0,0,0,1,0,0,0,1,0
"1461","No",0,1,0,1,0,1,0,9.38354759,1,0,0,1,0,0,0,1,0,0
"1462","No",0,1,1,1,1,0,0,3.724597242,1,0,0,1,0,0,0,0,1,0
"1463","No",0,1,0,1,1,0,1,8.831489129,0,0,1,0,0,1,0,0,1,0
"1464","No",0,1,0,0,0,1,0,3.507044017,0,1,0,1,0,0,0,0,1,0
"1465","Yes",1,1,0,0,0,1,1,6.390769574,1,0,0,0,1,0,0,1,0,0
"1466","No",0,1,1,0,1,1,0,2.180613468,1,0,0,0,1,0,0,0,0,1
"1467","No",0,1,0,1,0,0,0,4.002381804,0,0,1,0,0,1,0,0,1,0
"1468","Yes",0,0,0,0,1,1,1,2.698284625,1,0,0,0,1,0,0,0,1,0
"1469","No",0,1,0,0,1,0,1,12.13508874,0,0,1,0,0,1,1,0,0,0
"1470","Yes",0,1,0,0,0,1,0,2.934758008,1,0,0,0,1,0,0,0,1,0
"1471","Yes",0,1,1,1,1,0,1,1.262037303,1,0,0,0,1,0,0,0,1,0
"1472","No",0,1,0,1,0,1,0,17.5841798,1,0,0,1,0,0,1,0,0,0
"1473","No",0,0,1,0,1,1,0,13.23888382,1,0,0,0,0,1,0,0,0,1
"1474","Yes",0,1,1,1,1,0,0,10.44223446,1,0,0,0,1,0,1,0,0,0
"1475","Yes",0,1,0,1,1,1,1,2.38395716,0,1,0,1,0,0,0,0,1,0
"1476","Yes",0,1,0,0,1,1,1,10.404813,1,0,0,0,1,0,0,1,0,0
"1477","No",0,1,0,0,1,1,1,16.37167434,0,1,0,0,0,1,0,0,1,0
"1478","No",0,1,0,1,1,0,0,1.350108155,0,1,0,0,0,1,0,0,0,1
"1479","Yes",0,1,0,1,1,0,1,12.42216588,1,0,0,0,0,1,1,0,0,0
"1480","Yes",0,1,0,0,1,1,1,3.797689495,1,0,0,1,0,0,1,0,0,0
"1481","Yes",1,0,0,0,1,1,1,3.784962992,0,0,1,1,0,0,0,1,0,0
"1482","Yes",0,1,1,1,1,0,1,7.154371452,1,0,0,0,1,0,0,0,1,0
"1483","Yes",0,0,0,0,1,1,0,20.13119126,1,0,0,1,0,0,0,0,0,1
"1484","No",0,1,0,0,1,0,0,7.822562679,0,1,0,0,0,1,1,0,0,0
"1485","No",1,1,0,1,1,1,0,3.160392389,0,0,1,1,0,0,0,0,0,1
"1486","No",1,1,1,0,0,1,0,14.38025496,0,1,0,0,1,0,0,0,0,1
"1487","No",0,1,0,1,0,1,1,7.517405581,0,0,1,0,1,0,0,1,0,0
"1488","No",0,1,0,0,1,0,0,11.44196811,0,1,0,0,1,0,1,0,0,0
"1489","Yes",0,1,1,1,0,0,1,7.413563684,1,0,0,1,0,0,0,1,0,0
"1490","No",0,1,0,1,0,0,1,11.32483244,1,0,0,1,0,0,1,0,0,0
"1491","Yes",0,1,1,0,0,1,0,4.279464865,1,0,0,0,0,1,0,0,0,1
"1492","Yes",0,1,0,1,1,0,1,3.468872554,1,0,0,1,0,0,0,0,1,0
"1493","No",0,1,0,1,1,0,0,12.47525704,1,0,0,1,0,0,0,0,0,1
"1494","No",0,1,0,0,0,1,0,2.744401393,0,1,0,0,0,1,0,0,1,0
"1495","No",0,1,0,1,1,1,0,7.608938235,0,0,1,1,0,0,0,0,1,0
"1496","No",0,1,1,0,0,0,0,14.60426293,0,1,0,0,1,0,1,0,0,0
"1497","No",0,1,1,0,0,1,0,29.68889421,1,0,0,0,0,1,1,0,0,0
"1498","Yes",0,1,1,1,0,1,0,5.497366828,0,0,1,1,0,0,0,1,0,0
"1499","Yes",0,1,0,0,1,1,1,4.955415304,1,0,0,0,1,0,0,0,1,0
"1500","Yes",0,1,1,1,1,0,1,13.31283015,1,0,0,0,1,0,0,0,0,1
"1501","No",0,1,1,1,1,1,0,2.656111103,0,0,1,0,1,0,1,0,0,0
"1502","No",0,1,1,0,1,0,0,18.02281027,1,0,0,0,1,0,1,0,0,0
"1503","Yes",0,1,0,1,0,1,1,11.71980152,0,1,0,0,1,0,1,0,0,0
"1504","No",0,0,0,0,0,0,0,6.22226629,0,0,1,0,1,0,0,0,0,1
"1505","No",0,1,1,0,1,0,0,16.24273454,0,0,1,0,1,0,0,0,0,1
"1506","No",0,1,0,0,0,0,0,17.64373477,1,0,0,0,1,0,0,0,0,1
"1507","No",0,1,0,0,0,0,0,23.42878979,0,1,0,0,0,1,1,0,0,0
"1508","No",1,1,0,0,0,0,0,6.7464384,0,0,1,1,0,0,0,0,1,0
"1509","No",0,1,1,0,0,0,0,11.70414173,0,0,1,0,1,0,0,0,1,0
"1510","No",0,1,1,0,0,1,0,4.909764597,0,0,1,1,0,0,0,0,1,0
"1511","No",1,1,1,0,1,0,1,19.43430735,1,0,0,0,0,1,0,0,1,0
"1512","No",0,1,0,0,0,1,0,2.60003549,1,0,0,0,0,1,1,0,0,0
"1513","No",0,0,1,0,1,0,0,17.4880629,1,0,0,1,0,0,1,0,0,0
"1514","Yes",0,0,1,0,0,1,1,7.080759052,1,0,0,0,1,0,0,0,1,0
"1515","Yes",1,1,0,1,0,0,1,9.808669685,1,0,0,0,1,0,0,0,0,1
"1516","Yes",0,1,1,0,0,1,1,5.68349814,0,0,1,1,0,0,0,1,0,0
"1517","Yes",0,1,1,0,1,1,1,11.55805828,1,0,0,0,0,1,1,0,0,0
"1518","No",0,1,0,0,0,1,0,2.101748234,0,1,0,1,0,0,1,0,0,0
"1519","No",0,1,1,1,1,0,1,6.910330858,1,0,0,0,1,0,0,0,1,0
"1520","No",0,1,0,1,0,0,0,15.54691331,1,0,0,0,1,0,0,0,1,0
"1521","Yes",1,1,0,0,0,1,0,7.175063445,0,0,1,1,0,0,0,0,0,1
"1522","No",0,1,0,0,0,0,0,1.19808324,0,1,0,0,1,0,0,0,1,0
"1523","Yes",0,1,1,0,1,1,0,2.689103558,0,1,0,1,0,0,0,0,1,0
"1524","Yes",0,1,0,1,1,1,0,4.089399488,1,0,0,0,0,1,0,0,1,0
"1525","Yes",1,0,1,0,1,0,1,2.314052799,1,0,0,0,1,0,1,0,0,0
"1526","No",1,1,0,0,0,0,0,2.170567319,0,1,0,0,1,0,0,0,1,0
"1527","No",0,0,1,0,0,1,0,12.94334524,1,0,0,1,0,0,0,0,1,0
"1528","No",1,1,0,1,1,1,0,9.117084502,0,1,0,0,1,0,0,0,0,1
"1529","Yes",0,1,1,1,0,1,0,7.843263617,1,0,0,0,1,0,0,1,0,0
"1530","No",0,0,1,0,0,1,1,17.0219219,0,1,0,0,1,0,0,0,0,1
"1531","No",0,1,1,0,1,0,1,15.6930298,0,0,1,0,1,0,0,0,1,0
"1532","Yes",0,1,1,1,0,0,1,11.75090487,0,0,1,0,1,0,1,0,0,0
"1533","Yes",0,1,0,0,1,1,1,10.54165852,0,1,0,1,0,0,0,0,0,1
"1534","Yes",1,1,1,0,0,1,1,14.92730216,1,0,0,0,0,1,0,0,1,0
"1535","No",0,1,1,0,1,1,0,11.48699577,0,0,1,1,0,0,0,1,0,0
"1536","Yes",0,1,1,0,1,0,1,4.071312509,1,0,0,0,1,0,0,0,0,1
"1537","Yes",0,1,0,1,0,1,1,3.866527859,1,0,0,1,0,0,0,0,1,0
"1538","No",0,1,0,0,0,1,0,2.067992783,0,0,1,1,0,0,0,0,1,0
"1539","No",0,1,0,1,1,0,1,8.447638937,0,1,0,0,1,0,1,0,0,0
"1540","No",0,1,0,0,0,0,0,5.156329151,0,0,1,0,1,0,0,0,1,0
"1541","No",1,1,1,0,1,1,0,3.569000983,0,0,1,0,1,0,0,0,1,0
"1542","No",0,1,1,1,1,0,1,1.897261446,1,0,0,0,1,0,1,0,0,0
"1543","No",0,1,1,0,1,0,0,11.71308191,0,0,1,0,1,0,0,1,0,0
"1544","Yes",0,1,1,0,0,0,0,1.992846597,1,0,0,1,0,0,0,0,0,1
"1545","Yes",0,1,0,1,0,1,1,2.701548767,0,1,0,0,1,0,0,0,1,0
"1546","Yes",0,1,0,1,0,1,0,1.665089598,1,0,0,0,0,1,0,0,0,1
"1547","Yes",0,1,1,0,1,0,1,16.68190528,1,0,0,0,0,1,0,1,0,0
"1548","No",0,0,1,1,0,1,0,1.934171569,0,0,1,0,1,0,0,0,1,0
"1549","Yes",0,1,0,0,0,1,1,12.77495667,1,0,0,0,1,0,0,1,0,0
"1550","Yes",1,1,1,1,0,0,0,10.61383322,1,0,0,0,1,0,0,0,0,1
"1551","No",0,1,1,1,1,0,1,20.17588966,0,1,0,0,1,0,0,0,1,0
"1552","No",1,0,1,1,0,0,0,5.836790126,0,0,1,1,0,0,0,1,0,0
"1553","No",0,1,0,0,0,1,0,2.965166415,0,1,0,0,1,0,1,0,0,0
"1554","Yes",1,1,1,1,0,1,0,1.45460211,1,0,0,0,1,0,0,1,0,0
"1555","No",1,1,1,0,0,0,0,12.63923748,0,0,1,1,0,0,0,1,0,0
"1556","Yes",1,1,1,0,0,1,1,8.460086502,1,0,0,0,1,0,0,1,0,0
"1557","No",0,0,1,1,1,1,0,11.32593703,0,0,1,0,0,1,1,0,0,0
"1558","Yes",0,1,0,0,1,0,1,10.12123118,1,0,0,0,1,0,0,0,1,0
"1559","No",0,0,0,0,0,1,0,8.915680176,1,0,0,0,1,0,0,0,1,0
"1560","No",0,1,1,0,0,0,0,8.249941923,0,0,1,0,0,1,0,1,0,0
"1561","No",0,0,1,0,0,0,0,9.267785326,0,0,1,0,1,0,1,0,0,0
"1562","Yes",0,1,1,1,1,1,1,9.300517617,1,0,0,1,0,0,0,0,0,1
"1563","Yes",0,1,0,1,1,1,0,2.427380647,1,0,0,0,0,1,0,0,1,0
"1564","No",0,1,0,1,0,0,1,23.27091932,1,0,0,1,0,0,0,0,0,1
"1565","No",0,1,0,1,1,0,1,2.916144419,1,0,0,1,0,0,0,0,0,1
"1566","No",0,1,1,0,0,1,0,8.245809832,0,0,1,1,0,0,1,0,0,0
"1567","No",0,1,1,0,0,0,0,11.45756486,1,0,0,1,0,0,0,0,0,1
"1568","Yes",1,1,0,0,1,1,1,3.943033602,1,0,0,0,0,1,0,0,1,0
"1569","Yes",0,1,1,1,0,1,0,8.926271021,1,0,0,0,0,1,1,0,0,0
"1570","Yes",0,1,1,0,1,0,0,8.699764172,1,0,0,0,1,0,1,0,0,0
"1571","No",0,1,0,0,0,1,0,7.897660605,1,0,0,0,1,0,0,0,1,0
"1572","No",0,1,0,1,0,1,0,9.098041235,1,0,0,0,1,0,0,1,0,0
"1573","No",1,1,0,1,1,0,1,3.098560266,0,0,1,0,1,0,0,1,0,0
"1574","No",0,1,0,0,0,0,0,5.784022533,0,0,1,0,1,0,1,0,0,0
"1575","No",1,1,0,1,0,0,0,2.722761372,0,0,1,0,0,1,1,0,0,0
"1576","No",0,1,0,1,1,0,1,16.8649602,0,0,1,1,0,0,0,0,0,1
"1577","Yes",0,1,0,1,0,1,1,2.355538593,1,0,0,0,0,1,0,0,1,0
"1578","Yes",0,1,1,0,1,1,1,3.509036092,0,0,1,0,1,0,0,1,0,0
"1579","Yes",0,1,1,1,0,1,1,11.53737155,0,1,0,0,0,1,0,0,0,1
"1580","Yes",0,1,1,1,1,1,1,1.760409672,0,1,0,0,0,1,0,1,0,0
"1581","No",0,1,0,1,0,0,0,11.44810825,1,0,0,0,0,1,1,0,0,0
"1582","Yes",0,1,0,0,0,1,1,17.78302494,1,0,0,0,0,1,0,0,1,0
"1583","Yes",0,1,1,0,0,1,0,12.68609343,1,0,0,1,0,0,0,0,0,1
"1584","Yes",0,0,1,0,1,0,1,18.55974516,1,0,0,1,0,0,0,0,0,1
"1585","No",0,1,1,0,0,1,0,5.970269701,1,0,0,0,1,0,1,0,0,0
"1586","Yes",0,1,1,1,0,0,1,7.208423897,1,0,0,0,1,0,0,0,0,1
"1587","No",0,1,1,0,0,0,0,2.593102097,1,0,0,0,0,1,1,0,0,0
"1588","Yes",1,1,1,1,0,0,1,5.105265612,1,0,0,0,0,1,1,0,0,0
"1589","No",0,1,1,0,0,1,0,5.110208414,0,0,1,0,1,0,1,0,0,0
"1590","Yes",0,1,1,1,1,1,1,2.840343779,0,1,0,0,0,1,0,0,1,0
"1591","No",1,1,0,0,0,0,0,8.344516765,0,1,0,0,1,0,0,0,1,0
"1592","No",0,1,0,0,0,0,1,7.363761345,1,0,0,1,0,0,0,0,1,0
"1593","Yes",0,1,1,0,1,0,1,11.07800251,1,0,0,0,1,0,0,0,0,1
"1594","No",0,1,0,0,0,1,0,16.52190477,0,0,1,0,1,0,0,0,0,1
"1595","Yes",0,0,1,0,0,0,1,1.738486682,1,0,0,0,1,0,0,1,0,0
"1596","No",0,1,0,1,1,1,0,8.659495781,0,1,0,0,1,0,0,1,0,0
"1597","Yes",0,1,0,1,0,0,1,13.99605863,1,0,0,0,0,1,0,0,1,0
"1598","No",0,1,1,0,1,1,0,6.605815722,0,0,1,0,1,0,0,0,1,0
"1599","No",0,1,0,1,0,0,0,5.78844751,0,0,1,1,0,0,0,0,1,0
"1600","No",1,1,1,0,0,0,0,3.195246168,1,0,0,0,1,0,1,0,0,0
"1601","No",0,1,1,0,0,0,0,14.87053577,1,0,0,1,0,0,0,1,0,0
"1602","Yes",0,1,0,1,1,0,1,7.521160625,1,0,0,0,1,0,0,0,1,0
"1603","Yes",0,1,1,1,1,1,0,3.845852341,1,0,0,1,0,0,1,0,0,0
"1604","No",0,1,1,0,0,0,0,2.731606393,1,0,0,0,1,0,0,0,0,1
"1605","Yes",0,1,0,1,1,0,1,3.954689282,0,0,1,0,0,1,0,0,1,0
"1606","No",0,1,1,1,0,0,0,13.77689046,1,0,0,0,1,0,0,0,0,1
"1607","Yes",1,1,0,1,1,1,1,3.700907475,0,0,1,1,0,0,0,0,1,0
"1608","No",0,1,0,1,1,0,0,5.638280421,0,0,1,0,1,0,0,1,0,0
"1609","No",0,1,0,0,1,0,1,10.87372395,0,1,0,1,0,0,0,0,1,0
"1610","Yes",0,1,1,1,0,1,1,11.21152941,0,1,0,0,1,0,0,0,1,0
"1611","No",1,1,1,0,0,0,1,2.294386519,0,1,0,1,0,0,1,0,0,0
"1612","No",0,1,0,0,0,1,0,4.448210386,1,0,0,0,0,1,1,0,0,0
"1613","Yes",0,1,1,1,0,1,1,4.753020774,1,0,0,1,0,0,1,0,0,0
"1614","Yes",0,1,0,1,0,1,1,21.20445421,1,0,0,1,0,0,0,0,1,0
"1615","No",1,0,0,1,1,0,1,9.217596711,0,1,0,0,1,0,1,0,0,0
"1616","No",0,0,0,0,0,1,0,7.336939062,0,1,0,0,1,0,0,0,1,0
"1617","No",0,1,1,1,0,0,1,21.04742054,0,1,0,0,1,0,0,1,0,0
"1618","Yes",0,1,1,1,0,1,1,5.136076177,0,0,1,1,0,0,0,0,1,0
"1619","No",1,1,1,0,1,0,0,11.80801038,0,0,1,1,0,0,0,1,0,0
"1620","Yes",0,1,0,1,1,1,1,1.548600048,1,0,0,0,1,0,0,0,1,0
"1621","Yes",0,1,0,0,1,1,1,3.508552886,1,0,0,0,1,0,0,0,1,0
"1622","No",0,1,1,1,1,0,0,11.30820237,0,0,1,0,0,1,0,0,1,0
"1623","No",0,1,1,1,0,0,0,18.36209103,0,1,0,1,0,0,0,0,1,0
"1624","No",0,1,0,1,0,1,1,3.105986433,0,0,1,0,1,0,0,0,1,0
"1625","Yes",0,1,0,1,1,0,1,11.71117991,1,0,0,0,0,1,0,0,0,1
"1626","No",1,1,0,0,0,0,0,4.589210527,1,0,0,0,0,1,0,0,0,1
"1627","No",1,1,1,1,0,0,1,11.58448327,0,0,1,1,0,0,0,1,0,0
"1628","No",1,1,0,0,0,0,0,5.810822315,1,0,0,0,0,1,0,0,1,0
"1629","No",0,1,1,0,0,1,0,7.00096668,0,1,0,0,1,0,1,0,0,0
"1630","No",0,1,0,0,0,0,1,4.882004458,1,0,0,0,0,1,1,0,0,0
"1631","No",0,0,0,1,1,1,0,12.27728241,0,0,1,1,0,0,1,0,0,0
"1632","Yes",0,1,1,0,0,1,0,8.284579203,1,0,0,0,1,0,1,0,0,0
"1633","Yes",1,0,0,1,0,0,1,1.609325308,1,0,0,0,1,0,0,0,1,0
"1634","Yes",0,1,0,0,1,1,1,2.376509223,0,0,1,1,0,0,0,0,1,0
"1635","No",0,1,0,0,0,1,0,11.67107144,0,0,1,0,1,0,0,0,0,1
"1636","Yes",0,1,0,0,1,1,1,25.55038197,1,0,0,0,0,1,1,0,0,0
"1637","No",0,1,1,1,1,1,0,16.72537387,0,0,1,1,0,0,0,0,1,0
"1638","Yes",0,1,0,1,0,0,0,6.955766017,1,0,0,1,0,0,0,0,1,0
"1639","No",0,1,0,0,0,1,0,20.31446952,1,0,0,0,1,0,0,1,0,0
"1640","No",0,0,1,0,1,1,1,12.17994263,0,0,1,1,0,0,0,0,0,1
"1641","Yes",0,1,0,0,0,1,1,3.453443904,0,1,0,1,0,0,0,0,1,0
"1642","No",0,1,1,0,0,0,0,14.52416667,0,0,1,0,1,0,0,0,0,1
"1643","No",0,0,0,1,1,0,1,5.070551439,0,0,1,0,1,0,0,1,0,0
"1644","Yes",1,1,0,0,1,1,1,12.30462572,0,1,0,1,0,0,1,0,0,0
"1645","Yes",0,1,1,1,1,1,1,10.01241216,0,0,1,0,1,0,0,1,0,0
"1646","No",0,1,0,1,1,1,0,4.261408572,0,1,0,0,0,1,0,0,1,0
"1647","No",0,1,1,1,1,1,0,19.28013343,0,1,0,0,1,0,0,0,1,0
"1648","No",0,1,1,1,0,0,1,9.958831629,0,0,1,0,1,0,0,0,1,0
"1649","No",0,1,1,1,1,1,0,4.300271811,0,1,0,0,1,0,0,0,0,1
"1650","Yes",0,1,1,0,0,1,1,5.045543619,1,0,0,1,0,0,0,0,1,0
"1651","Yes",1,1,1,0,1,0,0,7.182441329,1,0,0,0,1,0,0,0,1,0
"1652","No",0,0,1,0,1,0,1,11.07083425,0,0,1,0,0,1,0,1,0,0
"1653","Yes",0,1,1,1,0,1,0,4.509329959,1,0,0,0,1,0,0,0,1,0
"1654","Yes",0,1,0,1,0,1,1,2.162477942,0,0,1,0,0,1,1,0,0,0
"1655","Yes",0,1,0,0,1,1,1,14.5222363,1,0,0,1,0,0,1,0,0,0
"1656","No",0,1,0,0,1,0,0,1.424712099,0,0,1,0,1,0,0,0,0,1
"1657","Yes",0,1,1,1,0,0,1,1.849371568,0,0,1,1,0,0,0,0,1,0
"1658","No",0,1,1,0,0,0,0,6.526670837,1,0,0,0,0,1,0,0,0,1
"1659","No",0,1,0,0,1,1,0,18.29218438,0,0,1,0,1,0,0,0,1,0
"1660","No",0,1,0,1,0,0,0,11.06628519,0,0,1,1,0,0,0,0,1,0
"1661","No",0,1,0,1,0,0,1,11.82576277,1,0,0,0,0,1,0,1,0,0
"1662","Yes",0,1,0,1,0,1,1,12.23362353,0,1,0,0,1,0,0,0,1,0
"1663","Yes",0,1,0,1,1,0,0,2.552193205,1,0,0,1,0,0,1,0,0,0
"1664","No",0,1,1,1,0,1,0,21.87100089,1,0,0,0,1,0,0,0,1,0
"1665","No",0,1,0,1,1,1,1,6.5443199,0,1,0,0,1,0,0,0,1,0
"1666","Yes",0,1,0,1,0,1,1,14.98166868,1,0,0,0,1,0,0,1,0,0
"1667","Yes",0,1,0,0,0,0,1,13.79138076,1,0,0,1,0,0,0,0,0,1
"1668","No",0,0,1,1,1,0,0,8.734707597,0,0,1,0,0,1,0,0,1,0
"1669","No",1,1,1,0,1,1,0,5.260793737,0,1,0,0,0,1,0,0,1,0
"1670","No",0,1,0,0,1,0,1,3.810228199,1,0,0,0,0,1,0,1,0,0
"1671","No",0,0,1,1,1,1,0,11.72200614,0,0,1,0,0,1,0,0,0,1
"1672","No",1,1,0,1,0,0,0,4.304076015,0,0,1,1,0,0,0,0,1,0
"1673","Yes",0,1,1,0,0,1,0,3.060553536,1,0,0,0,0,1,0,0,0,1
"1674","Yes",1,1,1,0,1,0,1,6.549842666,1,0,0,0,1,0,0,1,0,0
"1675","No",0,1,0,0,0,0,1,9.373705128,1,0,0,0,1,0,1,0,0,0
"1676","Yes",0,1,1,1,1,1,1,8.397776839,0,1,0,0,1,0,0,0,0,1
"1677","Yes",0,1,0,0,0,0,1,1.019306038,1,0,0,0,1,0,0,0,0,1
"1678","No",0,1,1,1,1,0,0,6.864219377,0,0,1,1,0,0,0,0,0,1
"1679","No",0,0,1,1,0,0,0,6.525380768,0,1,0,0,1,0,0,0,1,0
"1680","No",1,1,0,1,0,0,1,16.08388872,1,0,0,0,1,0,0,0,0,1
"1681","Yes",0,1,0,1,1,1,1,12.95969924,1,0,0,0,1,0,1,0,0,0
"1682","Yes",0,1,1,1,0,1,1,12.18544178,0,0,1,0,0,1,0,0,1,0
"1683","Yes",0,1,1,1,0,1,1,10.85865384,1,0,0,1,0,0,0,0,0,1
"1684","Yes",0,1,1,1,1,1,1,15.34839938,1,0,0,0,1,0,0,0,1,0
"1685","No",0,1,0,1,1,0,0,7.355635728,0,0,1,1,0,0,1,0,0,0
"1686","Yes",0,1,0,1,1,1,0,5.705926395,1,0,0,1,0,0,1,0,0,0
"1687","Yes",0,1,1,0,1,1,1,6.70301496,1,0,0,0,1,0,0,0,1,0
"1688","Yes",0,1,1,1,1,0,1,7.367492072,0,1,0,0,1,0,0,0,1,0
"1689","Yes",0,1,0,0,0,0,1,1.030630574,1,0,0,0,1,0,0,0,1,0
"1690","Yes",0,1,1,0,0,1,0,6.735271694,1,0,0,1,0,0,0,0,0,1
"1691","Yes",0,1,0,0,1,1,1,7.506056361,1,0,0,0,1,0,0,1,0,0
"1692","No",0,1,0,1,1,0,0,20.51922799,1,0,0,1,0,0,1,0,0,0
"1693","Yes",0,1,0,1,0,1,0,9.320973584,1,0,0,0,0,1,1,0,0,0
"1694","No",0,1,1,0,1,0,0,7.387393996,0,0,1,1,0,0,0,1,0,0
"1695","No",0,1,1,0,0,0,0,8.758613325,0,0,1,0,1,0,0,0,1,0
"1696","No",1,1,0,0,0,0,1,6.289468375,1,0,0,0,1,0,0,1,0,0
"1697","Yes",0,1,1,0,1,1,0,2.613920398,1,0,0,0,1,0,0,0,1,0
"1698","Yes",0,1,1,0,1,1,0,11.29271486,1,0,0,1,0,0,0,0,1,0
"1699","No",1,1,1,0,1,0,0,11.57257501,0,1,0,1,0,0,0,0,1,0
"1700","No",0,1,0,0,1,0,0,15.02077659,1,0,0,0,1,0,0,0,0,1
"1701","No",0,1,1,0,1,0,1,14.28406007,0,1,0,1,0,0,0,1,0,0
"1702","Yes",0,1,1,0,0,0,1,4.759938908,1,0,0,0,1,0,1,0,0,0
"1703","No",0,1,0,0,1,0,0,2.758173633,0,1,0,0,1,0,0,0,0,1
"1704","Yes",0,1,1,1,0,1,1,7.441432103,0,0,1,1,0,0,0,1,0,0
"1705","Yes",1,1,1,1,1,1,0,10.06145053,1,0,0,1,0,0,0,0,0,1
"1706","Yes",0,1,0,1,1,1,0,16.37219797,1,0,0,0,1,0,0,0,1,0
"1707","No",1,1,0,0,0,0,1,2.160066882,0,1,0,0,1,0,1,0,0,0
"1708","Yes",1,1,1,0,0,1,1,1.871917709,1,0,0,0,1,0,1,0,0,0
"1709","Yes",0,1,1,0,0,0,1,16.75283806,1,0,0,1,0,0,0,0,0,1
"1710","Yes",0,1,0,1,0,1,1,20.16532013,1,0,0,1,0,0,0,0,1,0
"1711","No",0,1,1,0,0,1,0,7.753271168,0,0,1,1,0,0,0,0,1,0
"1712","No",0,1,1,0,0,0,0,3.663316236,1,0,0,0,0,1,0,0,0,1
"1713","Yes",0,1,0,0,0,1,0,11.4488726,1,0,0,0,1,0,0,0,1,0
"1714","Yes",0,1,1,0,0,1,0,8.315973557,1,0,0,0,1,0,1,0,0,0
"1715","Yes",0,1,0,0,1,0,1,1.515290738,1,0,0,0,0,1,0,1,0,0
"1716","No",1,1,0,1,1,0,1,9.324505434,0,0,1,0,1,0,1,0,0,0
"1717","Yes",0,1,1,1,0,0,1,10.16298067,0,0,1,0,1,0,0,0,0,1
"1718","Yes",0,1,1,0,0,1,1,6.215774391,0,0,1,1,0,0,1,0,0,0
"1719","No",1,1,1,1,0,0,0,2.667736094,0,1,0,0,0,1,0,0,1,0
"1720","No",0,1,0,1,1,1,0,10.68004106,1,0,0,1,0,0,1,0,0,0
"1721","No",0,1,0,1,1,0,1,8.133269102,1,0,0,0,1,0,0,0,0,1
"1722","No",0,0,1,1,1,1,0,1.789830613,1,0,0,0,1,0,1,0,0,0
"1723","Yes",0,1,1,0,1,1,1,2.699998442,1,0,0,0,0,1,0,0,1,0
