"","Churn","Techie","Phone","Multiple","OnlineBackup","DeviceProtection","StreamingTV","StreamingMovies","Tenure","ContractMonth-to-month","ContractOne year","ContractTwo Year","InternetServiceDSL","InternetServiceFiber Optic","InternetServiceNone","PaymentMethodBank Transfer(automatic)","PaymentMethodCredit Card (automatic)","PaymentMethodElectronic Check","PaymentMethodMailed Check"
"280","No",0,1,0,1,0,1,0,-0.658233465351929,0,1,0,1,0,0,0,1,0,0
"281","Yes",1,1,0,1,0,0,1,-1.15937591283541,1,0,0,0,1,0,0,0,1,0
"282","No",0,1,0,0,0,0,1,-1.05446819617299,0,0,1,1,0,0,0,0,0,1
"283","Yes",0,1,1,1,1,1,1,-1.21914640342335,0,1,0,0,0,1,0,0,1,0
"284","No",0,1,0,0,0,0,1,-1.16618603515462,1,0,0,0,1,0,0,1,0,0
"285","No",0,1,0,0,1,0,1,-1.07550561834298,0,1,0,0,0,1,0,0,1,0
"286","No",0,1,0,1,0,1,0,-1.21665367983364,0,1,0,1,0,0,0,0,1,0
"287","No",0,1,0,1,0,0,1,-0.701168117661928,1,0,0,0,1,0,0,1,0,0
"288","No",0,0,0,0,0,0,1,-0.682311930427105,0,0,1,1,0,0,0,0,0,1
"289","Yes",0,1,0,1,0,0,1,-1.00355384000046,1,0,0,0,0,1,1,0,0,0
"290","Yes",0,1,1,1,0,0,1,-1.00916135060083,1,0,0,0,0,1,0,1,0,0
"291","No",1,0,1,0,0,0,0,-1.02772909847797,0,1,0,0,0,1,1,0,0,0
"292","No",0,1,0,1,0,1,0,-0.950821803490602,1,0,0,1,0,0,0,1,0,0
"293","No",0,1,1,1,1,0,0,-1.16482690673202,1,0,0,1,0,0,0,0,1,0
"294","No",0,1,0,1,1,0,1,-0.971699054690263,0,0,1,0,0,1,0,0,1,0
"295","No",0,1,0,0,0,1,0,-1.17305413925989,0,1,0,1,0,0,0,0,1,0
"296","Yes",1,1,0,0,0,1,1,-1.06399999536484,1,0,0,0,1,0,0,1,0,0
"297","No",0,0,1,0,1,1,0,-0.80502415954712,1,0,0,0,0,1,0,0,0,1
"298","Yes",0,1,1,1,1,0,0,-0.910785334007394,1,0,0,0,1,0,1,0,0,0
"299","Yes",0,1,1,1,1,0,1,-1.03512278516022,1,0,0,0,1,0,0,0,1,0
"300","No",1,1,0,1,1,1,0,-1.18616349927842,0,0,1,1,0,0,0,0,0,1
"301","No",0,1,0,1,0,0,1,-0.877408036060731,1,0,0,1,0,0,1,0,0,0
"302","No",0,1,0,1,1,0,0,-0.833902311473223,1,0,0,1,0,0,0,0,0,1
"303","Yes",0,1,0,0,1,1,1,-1.11828093438173,1,0,0,0,1,0,0,0,1,0
"304","Yes",0,1,1,1,1,0,1,-0.8022277236336,1,0,0,0,1,0,0,0,0,1
"305","No",0,0,0,0,0,0,0,-1.07037230126459,0,0,1,0,1,0,0,0,0,1
"306","No",0,1,1,0,1,0,0,-0.691427230094892,0,0,1,0,1,0,0,0,0,1
"307","No",1,1,0,0,0,0,0,-1.05054963104864,0,0,1,1,0,0,0,0,1,0
"308","No",1,1,0,0,0,0,0,-1.22359581503839,0,1,0,0,1,0,0,0,1,0
"309","No",0,0,1,0,0,1,0,-0.816200572209422,1,0,0,1,0,0,0,0,1,0
"310","No",0,1,1,0,1,0,1,-0.712215470387118,0,0,1,0,1,0,0,0,1,0
"311","No",0,1,0,1,1,0,1,-0.98621515660256,0,1,0,0,1,0,1,0,0,0
"312","No",1,1,1,0,1,1,0,-1.17071110634919,0,0,1,0,1,0,0,0,1,0
"313","Yes",0,1,1,0,1,0,1,-0.674819065369162,1,0,0,0,0,1,0,1,0,0
"314","No",0,0,1,0,0,0,0,-0.955199596850732,0,0,1,0,1,0,1,0,0,0
"315","Yes",0,1,0,0,0,1,1,-0.633177910732994,1,0,0,0,0,1,0,0,1,0
"316","Yes",0,1,1,1,0,0,1,-1.03307867832744,1,0,0,0,1,0,0,0,0,1
"317","Yes",0,1,1,0,1,0,1,-0.886742428731519,1,0,0,0,1,0,0,0,0,1
"318","No",1,1,1,0,0,0,0,-1.18484543035847,1,0,0,0,1,0,1,0,0,0
"319","Yes",1,1,0,1,1,1,1,-1.16572278507003,0,0,1,1,0,0,0,0,1,0
"320","No",0,1,0,1,0,1,1,-1.18822097487279,0,0,1,0,1,0,0,0,1,0
"321","No",0,1,1,0,0,1,0,-1.0409241090897,0,1,0,0,1,0,1,0,0,0
"322","Yes",0,1,1,0,0,1,0,-0.992381603216025,1,0,0,0,1,0,1,0,0,0
"323","Yes",0,1,0,0,1,1,1,-0.339438976673321,1,0,0,0,0,1,1,0,0,0
"324","No",0,0,1,0,1,1,1,-0.845070246675741,0,0,1,1,0,0,0,0,0,1
"325","No",0,0,0,1,1,0,1,-1.11392681940593,0,0,1,0,1,0,0,1,0,0
"326","No",0,1,0,1,1,1,0,-1.14452625784253,0,1,0,0,0,1,0,0,1,0
"327","No",0,1,1,1,0,0,1,-0.929066228235758,0,0,1,0,1,0,0,0,1,0
"328","No",0,1,1,1,1,1,0,-1.14305656276429,0,1,0,0,1,0,0,0,0,1
"329","Yes",1,1,1,0,1,0,0,-1.03406126375502,1,0,0,0,1,0,0,0,1,0
"330","No",0,1,1,0,0,0,0,-1.05886060342279,1,0,0,0,0,1,0,0,0,1
"331","No",0,1,0,1,0,0,0,-0.887185543818612,0,0,1,1,0,0,0,0,1,0
"332","No",0,0,1,1,1,1,0,-0.862388077685709,0,0,1,0,0,1,0,0,0,1
"333","Yes",0,1,1,0,0,1,0,-1.18993911537856,1,0,0,0,0,1,0,0,0,1
"334","Yes",0,1,1,0,1,1,0,-1.20682948637156,1,0,0,0,1,0,0,0,1,0
"335","No",1,1,0,0,0,0,1,-1.22399291113679,0,1,0,0,1,0,1,0,0,0
"336","No",0,1,1,0,0,0,0,-1.24279711105005,1,0,0,0,1,0,1,0,0,0
"337","Yes",0,1,0,0,0,1,0,-0.741068568861232,1,0,0,0,0,1,0,0,1,0
"338","No",0,1,1,1,1,1,0,-0.368711000525154,0,1,0,0,1,0,1,0,0,0
"339","Yes",0,1,1,1,0,1,1,-1.00841370513036,1,0,0,1,0,0,0,0,0,1
"340","Yes",0,1,0,1,1,1,1,-1.01402735155556,0,1,0,0,0,1,0,1,0,0
"341","Yes",0,1,0,0,1,0,1,-1.1637772123608,1,0,0,1,0,0,0,0,1,0
"342","Yes",0,1,1,0,0,1,0,-0.659003177252753,1,0,0,0,1,0,0,0,1,0
"343","No",0,1,0,1,1,0,0,-0.733822962227612,1,0,0,0,1,0,0,0,0,1
"344","Yes",0,1,0,1,1,0,0,-1.11211142291904,1,0,0,1,0,0,0,1,0,0
"345","Yes",0,1,1,0,0,1,1,-0.488372062269774,0,1,0,1,0,0,0,0,1,0
"346","Yes",1,0,0,0,1,1,1,-0.409797863088369,1,0,0,1,0,0,0,0,0,1
"347","No",0,1,0,1,0,0,0,-1.15036624336785,0,0,1,1,0,0,0,0,0,1
"348","Yes",0,0,1,0,0,1,1,-1.04979974449889,1,0,0,0,0,1,0,1,0,0
"349","Yes",0,1,0,1,1,1,1,-0.760103696790873,0,0,1,1,0,0,0,0,0,1
"350","Yes",0,1,1,1,1,1,1,-1.00263811619269,0,1,0,0,0,1,1,0,0,0
"351","No",0,1,1,1,1,0,0,-1.23577851768204,0,1,0,0,0,1,0,1,0,0
"352","No",0,1,0,1,0,0,0,-0.928106076518238,1,0,0,0,0,1,1,0,0,0
"353","No",1,1,0,1,1,0,1,-0.917017824634916,0,0,1,0,1,0,0,0,1,0
"354","Yes",0,1,1,1,0,0,1,-1.25834894234756,0,0,1,0,1,0,1,0,0,0
"355","No",0,1,1,0,0,0,1,-0.805684615570874,1,0,0,0,1,0,0,1,0,0
"356","No",1,1,0,0,1,0,1,-1.23012811628585,0,1,0,0,1,0,0,0,1,0
"357","No",0,1,1,1,1,1,1,-0.534001517409499,0,0,1,0,0,1,1,0,0,0
"358","No",1,1,0,0,0,0,0,-0.397209316721152,0,0,1,0,1,0,1,0,0,0
"359","No",0,1,1,0,0,0,0,-1.00287892347319,1,0,0,1,0,0,1,0,0,0
"360","No",0,1,1,0,0,0,1,-1.05748527801099,1,0,0,0,0,1,0,1,0,0
"361","Yes",0,0,1,0,1,0,0,-1.11687068858218,1,0,0,0,1,0,0,1,0,0
"362","Yes",1,1,1,1,0,1,1,-1.22425383779634,0,1,0,0,1,0,0,1,0,0
"363","Yes",0,1,1,1,1,1,0,-0.610900032097728,0,1,0,0,1,0,0,0,1,0
"364","No",0,1,0,1,1,1,0,-0.594946675033378,0,0,1,0,1,0,0,1,0,0
"365","No",0,1,0,0,0,1,0,-1.19706968692556,1,0,0,0,0,1,1,0,0,0
"366","Yes",1,1,0,1,0,1,0,-1.2484710071151,1,0,0,0,0,1,0,0,0,1
"367","No",0,1,1,0,0,0,0,-0.346342067384071,0,0,1,0,1,0,0,0,1,0
"368","Yes",1,1,1,0,0,1,0,-1.11519010730372,1,0,0,1,0,0,0,0,1,0
"369","Yes",0,1,1,1,0,0,0,-1.1824031788725,1,0,0,1,0,0,0,0,1,0
"370","No",0,1,1,1,1,0,0,-0.549037896348436,0,0,1,0,0,1,0,0,0,1
"371","No",0,1,1,0,0,0,0,-0.459384882503727,0,1,0,1,0,0,0,0,1,0
"372","No",0,1,0,0,1,1,0,-1.04028304968453,0,0,1,0,1,0,0,0,1,0
"373","Yes",1,1,1,1,0,1,1,-1.23874292838964,1,0,0,0,0,1,0,0,1,0
"374","Yes",1,1,0,1,1,1,1,-0.493714399576934,1,0,0,0,0,1,0,0,1,0
"375","No",0,1,0,1,0,0,0,-1.1972479925956,0,0,1,0,0,1,1,0,0,0
"376","Yes",0,1,0,1,1,0,1,-0.932111370666076,1,0,0,1,0,0,0,1,0,0
"377","No",0,1,0,1,1,0,0,-1.18199747272755,1,0,0,1,0,0,1,0,0,0
"378","Yes",1,1,0,1,1,1,1,-1.0123071972891,0,0,1,1,0,0,0,1,0,0
"379","Yes",0,1,1,1,0,0,1,-0.890130543083325,1,0,0,0,0,1,0,1,0,0
"380","No",0,1,0,1,1,0,1,-0.880732647556475,0,0,1,1,0,0,0,1,0,0
"381","No",0,1,1,0,1,0,1,-0.83021608868706,1,0,0,0,1,0,1,0,0,0
"382","Yes",1,1,1,0,0,1,0,-1.14434090075781,1,0,0,0,0,1,0,1,0,0
"383","No",0,1,1,1,0,0,1,-0.748966682363739,0,1,0,0,0,1,0,0,0,1
"384","No",0,1,0,0,0,1,0,-1.07414078040776,1,0,0,1,0,0,0,0,0,1
"385","No",0,1,0,1,1,1,0,-1.02420514774252,1,0,0,0,1,0,0,0,1,0
"386","Yes",1,1,1,1,1,1,1,-1.07022571574784,0,1,0,0,1,0,1,0,0,0
"387","No",1,0,0,0,1,0,1,-0.543240708929222,0,1,0,0,0,1,1,0,0,0
"388","Yes",0,0,0,1,1,1,0,-0.986741454830383,1,0,0,0,1,0,0,0,1,0
"389","No",0,1,0,0,0,1,0,-0.873787897147851,0,0,1,1,0,0,0,0,1,0
"390","No",0,1,1,1,0,1,0,-0.96704846361751,0,1,0,1,0,0,0,1,0,0
"391","No",0,1,0,1,1,0,1,-1.02629424849361,0,0,1,1,0,0,1,0,0,0
"392","Yes",0,1,1,0,1,1,1,-1.12516986046997,0,0,1,1,0,0,0,0,1,0
"393","Yes",0,1,1,1,0,0,0,-1.18890154781747,1,0,0,1,0,0,0,0,1,0
"394","No",0,1,1,0,1,0,0,-0.35364315473188,1,0,0,0,1,0,0,0,1,0
"395","Yes",0,1,1,1,0,1,1,-1.22809265871595,0,1,0,1,0,0,1,0,0,0
"396","No",0,1,0,0,1,1,0,-1.22607594829373,0,0,1,0,0,1,0,1,0,0
"397","Yes",0,1,0,1,1,1,1,-0.833110309416063,1,0,0,1,0,0,0,0,0,1
"398","Yes",0,1,1,1,1,1,1,-0.942546082441648,1,0,0,1,0,0,1,0,0,0
"399","Yes",0,1,0,1,0,0,1,-1.0485336164611,1,0,0,0,1,0,0,1,0,0
"400","No",0,1,1,0,1,1,0,-0.999955998277895,0,1,0,0,1,0,0,0,1,0
"401","Yes",1,1,1,0,0,1,1,-1.16434270570813,1,0,0,0,1,0,0,0,1,0
"402","No",0,1,1,0,1,0,1,-0.472145313272676,0,0,1,0,1,0,0,0,1,0
"403","Yes",0,1,1,0,1,1,1,-0.870664204512168,1,0,0,1,0,0,0,0,1,0
"404","Yes",0,1,1,1,0,1,0,-1.0650212679148,1,0,0,0,0,1,1,0,0,0
"405","No",0,1,0,0,0,0,1,-0.886688445196404,1,0,0,1,0,0,0,0,1,0
"406","No",0,1,1,0,0,1,0,-1.04981830123745,0,0,1,0,0,1,0,0,1,0
"407","Yes",0,1,1,1,0,1,0,-0.967436845256354,1,0,0,0,0,1,0,0,0,1
"408","No",0,1,1,0,0,1,0,-0.235868219064984,0,1,0,0,1,0,0,1,0,0
"409","No",0,1,0,0,1,0,1,-1.08090063128078,1,0,0,0,1,0,0,1,0,0
"410","No",0,1,0,1,0,0,1,-1.13307949646532,1,0,0,1,0,0,0,1,0,0
"411","No",0,1,0,0,1,0,0,-1.07728210186377,1,0,0,0,1,0,0,1,0,0
"412","No",0,1,1,0,0,0,0,-0.488124929776401,0,1,0,0,1,0,0,0,1,0
"413","No",0,1,0,0,0,1,0,-1.25579202207142,0,0,1,0,0,1,1,0,0,0
"414","Yes",0,1,1,1,1,0,1,-1.17243329653716,1,0,0,1,0,0,0,0,1,0
"415","No",0,1,0,1,0,0,0,-0.699065700072128,1,0,0,0,1,0,1,0,0,0
"416","No",0,0,1,1,0,0,1,-0.889403334958094,0,1,0,1,0,0,0,0,0,1
"417","Yes",1,1,0,0,1,0,0,-1.1227967238602,1,0,0,1,0,0,0,0,1,0
"418","No",0,1,0,0,0,0,0,-1.03680278919843,0,1,0,1,0,0,0,1,0,0
"419","Yes",1,0,1,0,0,0,1,-0.625563245865205,1,0,0,1,0,0,0,0,1,0
"420","Yes",0,1,0,0,1,1,1,-1.19529884008166,1,0,0,1,0,0,1,0,0,0
"421","Yes",0,1,1,0,1,1,1,-1.13680463229323,0,0,1,1,0,0,0,1,0,0
"422","No",0,1,1,0,0,0,0,-1.00526737245452,1,0,0,0,1,0,0,1,0,0
"423","No",0,1,1,0,0,1,1,-0.917336559273114,0,0,1,0,1,0,1,0,0,0
"424","No",0,1,0,0,1,1,0,-0.912601479915804,0,1,0,1,0,0,0,0,0,1
"425","Yes",0,1,1,1,0,1,0,-1.14160952202107,0,1,0,1,0,0,0,1,0,0
"426","No",1,1,0,0,0,1,1,-0.604918133472083,0,1,0,0,1,0,1,0,0,0
"427","Yes",0,1,0,1,1,1,1,-1.11770173914195,0,0,1,1,0,0,0,0,1,0
"428","No",0,1,0,1,1,0,0,-0.35013599668063,1,0,0,0,1,0,0,0,0,1
"429","Yes",0,1,0,1,0,0,1,-1.26036781579457,1,0,0,0,1,0,0,1,0,0
"430","No",0,1,0,1,0,0,1,-0.851088181596174,0,1,0,0,0,1,1,0,0,0
"431","No",1,1,0,1,0,0,0,-1.10790684497136,1,0,0,0,0,1,0,0,0,1
"432","No",1,1,1,0,1,1,0,-0.869279720403302,0,0,1,0,1,0,1,0,0,0
"433","No",0,1,0,0,0,0,1,-1.1271938317758,0,0,1,0,0,1,1,0,0,0
"434","No",0,1,1,1,1,1,1,-0.347940335731142,0,1,0,0,1,0,0,0,0,1
"435","Yes",0,1,0,1,0,1,1,-1.00524661086545,1,0,0,0,0,1,1,0,0,0
"436","No",0,1,0,0,1,0,1,-1.09243995273828,1,0,0,0,1,0,1,0,0,0
"437","No",1,1,1,1,0,0,0,-0.953691160609469,1,0,0,0,1,0,0,0,1,0
"438","No",0,1,1,0,0,0,0,-0.944258705545669,1,0,0,0,1,0,0,0,1,0
"439","No",1,0,0,1,0,0,0,-1.10827609115653,0,0,1,0,1,0,0,0,1,0
"440","Yes",0,0,1,1,0,1,0,-1.07867399812465,1,0,0,0,1,0,1,0,0,0
"441","No",0,1,0,1,0,1,0,-0.382120188975484,1,0,0,0,1,0,0,1,0,0
"442","No",0,1,1,0,1,0,0,-1.1847557345455,1,0,0,0,1,0,0,0,0,1
"443","Yes",1,1,1,1,1,0,0,-1.04164360517329,1,0,0,1,0,0,0,0,0,1
"444","Yes",0,1,0,1,0,1,1,-1.00014489470302,0,0,1,0,1,0,0,0,1,0
"445","No",0,1,0,0,0,1,0,-1.0665059295272,1,0,0,0,0,1,0,0,0,1
"446","Yes",0,1,1,1,1,1,1,-0.82267694911027,1,0,0,0,0,1,1,0,0,0
"447","Yes",0,1,1,1,0,1,1,-1.0479184834779,0,0,1,1,0,0,0,0,1,0
"448","Yes",1,1,0,0,1,1,1,-0.843630270885727,1,0,0,0,0,1,0,0,1,0
"449","No",0,1,0,0,1,0,1,-0.820703274550267,0,1,0,0,1,0,1,0,0,0
"450","No",0,1,0,0,0,0,0,-0.558486673651685,0,0,1,1,0,0,0,0,0,1
"451","No",0,1,0,0,1,1,0,-0.841582474805554,0,1,0,0,0,1,0,0,1,0
"452","No",1,1,1,1,0,0,1,-0.998106666349685,0,0,1,0,1,0,1,0,0,0
"453","No",0,1,1,0,1,0,0,-1.24556877358504,0,1,0,1,0,0,1,0,0,0
"454","Yes",0,1,1,1,1,0,1,-0.600339616917578,1,0,0,0,1,0,0,0,0,1
"455","No",0,1,0,0,1,0,0,-1.17712942427928,1,0,0,0,0,1,1,0,0,0
"456","No",1,1,0,1,1,1,0,-0.747296497611724,1,0,0,0,1,0,0,1,0,0
"457","No",0,1,1,1,1,0,0,-0.739945987471317,1,0,0,0,1,0,0,0,0,1
"458","No",0,1,1,0,1,0,1,-0.532972231188702,0,1,0,1,0,0,0,1,0,0
"459","Yes",0,1,1,0,1,1,1,-0.710725468999897,1,0,0,0,1,0,0,0,0,1
"460","Yes",0,1,0,0,0,1,1,-0.884165288142496,1,0,0,0,1,0,0,0,0,1
"461","Yes",0,1,0,1,1,1,1,-0.920862625875427,1,0,0,0,0,1,0,0,1,0
"462","Yes",0,1,0,1,1,0,1,-1.24583160244483,1,0,0,1,0,0,1,0,0,0
"463","Yes",0,1,1,1,1,0,0,-0.56557132956414,1,0,0,0,1,0,1,0,0,0
"464","No",0,0,0,0,0,0,0,-0.950617046194675,1,0,0,1,0,0,0,0,1,0
"465","Yes",0,1,1,0,0,1,1,-1.23556705768293,1,0,0,0,1,0,0,0,1,0
"466","Yes",0,1,0,1,0,1,1,-0.920445503238967,1,0,0,1,0,0,0,0,1,0
"467","No",0,1,0,0,1,1,0,-1.0866136987162,0,0,1,1,0,0,0,1,0,0
"468","No",0,1,0,0,1,1,0,-0.788443395580907,0,1,0,0,1,0,1,0,0,0
"469","Yes",0,1,1,1,0,1,0,-1.23711612182025,1,0,0,0,1,0,0,0,1,0
"470","No",0,1,1,1,0,1,0,-0.633855401848572,1,0,0,0,0,1,0,1,0,0
"471","No",0,1,1,0,0,0,0,-0.581711668751905,1,0,0,0,0,1,0,1,0,0
"472","Yes",0,0,0,0,0,1,1,-0.722677942298128,0,0,1,1,0,0,1,0,0,0
"473","Yes",1,1,1,1,1,1,1,-1.15521891383189,0,1,0,1,0,0,0,0,0,1
"474","Yes",0,1,1,1,0,1,1,-0.8658640797392,1,0,0,0,1,0,0,0,0,1
"475","No",0,1,0,1,0,0,1,-0.960802477578924,0,1,0,0,0,1,0,0,1,0
"476","Yes",1,1,0,1,1,1,1,-0.772390035728034,0,1,0,1,0,0,0,0,0,1
"477","Yes",0,1,1,0,0,0,1,-0.528485988363387,0,1,0,0,1,0,0,0,1,0
"478","No",0,1,1,0,1,0,0,-0.851617999196972,1,0,0,0,1,0,0,1,0,0
"479","Yes",0,1,0,0,0,1,1,-0.540946345343182,1,0,0,1,0,0,0,1,0,0
"480","Yes",0,1,0,0,1,0,1,-1.09311052559319,1,0,0,1,0,0,0,0,0,1
"481","No",0,1,0,1,1,0,1,-1.01699396420174,0,0,1,0,1,0,1,0,0,0
"482","Yes",1,0,1,1,0,1,1,-0.584601651696443,1,0,0,0,1,0,0,1,0,0
"483","Yes",1,1,0,1,1,1,1,-1.08307991742505,1,0,0,0,0,1,0,1,0,0
"484","No",0,1,0,1,0,1,1,-1.10163400879027,0,0,1,0,1,0,0,1,0,0
"485","Yes",0,1,1,1,0,0,1,-0.72156120327232,1,0,0,1,0,0,1,0,0,0
"486","Yes",0,0,0,1,1,1,0,-0.967615266344188,1,0,0,1,0,0,0,0,1,0
"487","No",0,1,0,1,0,0,0,-0.316755975146272,0,0,1,0,1,0,0,0,1,0
"488","Yes",0,1,0,0,0,1,1,-0.582455531150741,1,0,0,1,0,0,0,0,1,0
"489","Yes",0,1,1,1,0,0,1,-1.21317732891739,1,0,0,1,0,0,0,1,0,0
"490","Yes",0,1,1,1,1,0,1,-1.0016203667596,1,0,0,0,0,1,1,0,0,0
"491","No",0,1,0,0,1,1,0,-1.06164193166873,0,0,1,0,1,0,0,0,1,0
"492","No",0,1,1,0,1,0,0,-0.965311486299719,0,0,1,1,0,0,0,1,0,0
"493","Yes",0,1,0,0,0,1,1,-0.703631736982931,1,0,0,1,0,0,0,0,0,1
"494","No",1,1,0,1,0,0,0,-1.16851381862142,1,0,0,0,1,0,0,0,1,0
"495","No",0,1,0,1,0,0,1,-0.267362679887295,1,0,0,1,0,0,0,0,0,1
"496","Yes",0,1,0,0,1,1,1,-0.979701612183948,1,0,0,1,0,0,0,0,0,1
"497","Yes",1,1,1,1,0,0,0,-1.16044043457386,1,0,0,1,0,0,0,1,0,0
"498","No",0,1,0,1,1,0,1,-1.09444134723414,0,1,0,0,1,0,0,0,1,0
"499","Yes",0,0,0,0,0,0,1,-0.669676517325223,1,0,0,1,0,0,0,1,0,0
"500","Yes",0,1,1,0,0,1,1,-0.947522245825017,1,0,0,0,1,0,0,0,1,0
"501","Yes",0,1,0,1,0,1,1,-1.00350868812011,1,0,0,1,0,0,0,0,0,1
"502","Yes",0,1,0,0,1,1,1,-1.24894996286911,1,0,0,0,1,0,0,0,1,0
"503","No",0,1,0,0,0,0,1,-0.893593848044777,0,0,1,0,1,0,0,0,0,1
"504","No",1,1,1,1,0,0,0,-0.62458756463033,0,0,1,0,1,0,0,0,0,1
"505","No",1,0,0,0,1,0,1,-0.934428641470107,0,0,1,0,0,1,0,0,1,0
"506","Yes",0,1,0,1,0,1,1,-1.02440494388845,1,0,0,0,1,0,0,1,0,0
"507","Yes",0,1,1,0,1,1,0,-0.797490002751706,1,0,0,1,0,0,0,0,0,1
"508","No",0,1,1,1,0,0,0,-0.832808150770069,0,1,0,1,0,0,0,1,0,0
"509","Yes",0,1,1,0,1,1,0,-1.04245360968375,1,0,0,1,0,0,0,0,0,1
"510","Yes",0,0,1,1,1,1,1,-1.09673582427148,1,0,0,0,1,0,1,0,0,0
"511","Yes",1,1,1,1,1,0,1,-0.916524247919428,1,0,0,1,0,0,0,1,0,0
"512","No",0,1,0,0,0,0,0,-0.909127222743405,1,0,0,0,1,0,0,0,1,0
"513","No",1,1,0,0,0,0,0,-0.577147144525187,1,0,0,1,0,0,0,1,0,0
"514","No",1,0,0,0,1,0,0,-0.96291702084435,0,1,0,0,0,1,0,0,0,1
"515","No",0,1,1,1,1,0,0,-0.838298815827875,1,0,0,1,0,0,0,0,1,0
"516","No",0,1,0,0,0,0,0,-0.986584476039454,0,1,0,0,0,1,0,0,0,1
"517","No",0,1,0,1,0,1,0,-1.24872268208533,0,1,0,0,1,0,0,0,1,0
"518","Yes",0,1,0,0,1,1,1,-1.09930765193583,0,0,1,1,0,0,0,1,0,0
"519","No",0,1,0,0,1,0,0,-1.1488111462304,0,0,1,0,1,0,1,0,0,0
"520","No",0,1,0,1,1,1,0,-0.927150475446068,0,1,0,0,0,1,0,0,1,0
"521","Yes",0,1,1,0,1,1,0,-1.23011500388639,1,0,0,0,1,0,0,0,1,0
"522","No",0,1,0,1,0,0,0,-1.19645313148988,0,0,1,0,1,0,1,0,0,0
"523","Yes",0,1,0,0,1,0,1,-0.85335153515847,1,0,0,1,0,0,1,0,0,0
"524","No",0,1,0,1,0,0,1,-0.905011587518934,1,0,0,0,1,0,1,0,0,0
"525","Yes",0,1,0,0,0,1,0,-0.73584661360076,1,0,0,0,0,1,0,0,1,0
"526","Yes",0,0,1,0,0,1,1,-1.16571985329918,1,0,0,0,1,0,0,1,0,0
"527","No",0,1,1,1,0,0,1,-0.678476178819133,0,1,0,1,0,0,0,0,1,0
"528","No",0,1,0,0,0,0,1,-0.846409449721033,1,0,0,0,1,0,0,1,0,0
"529","No",0,1,0,0,0,1,0,-0.402987665929113,1,0,0,1,0,0,1,0,0,0
"530","No",0,1,1,1,1,0,1,-1.08350683469096,0,0,1,1,0,0,1,0,0,0
"531","No",1,1,1,0,0,0,0,-0.468808710352019,0,1,0,0,1,0,0,0,1,0
"532","No",1,1,0,1,1,1,0,-1.16844714707037,0,1,0,0,1,0,0,1,0,0
"533","No",0,1,1,0,0,1,1,-0.988879369064924,0,1,0,0,1,0,1,0,0,0
"534","Yes",0,1,1,1,1,0,1,-1.23043629798606,0,1,0,0,1,0,1,0,0,0
"535","Yes",1,1,0,1,1,1,0,-1.24073484032277,0,1,0,1,0,0,0,0,0,1
"536","Yes",0,1,1,1,1,0,1,-0.964329376157483,1,0,0,0,0,1,1,0,0,0
"537","No",0,0,0,1,0,0,1,-0.692355811641751,0,0,1,0,1,0,0,0,1,0
"538","No",0,1,1,1,0,1,0,-0.94643307546666,0,0,1,0,0,1,0,0,0,1
"539","Yes",1,1,0,0,1,0,1,-0.966762225971512,0,1,0,0,1,0,0,1,0,0
"540","Yes",0,1,1,0,0,0,1,-1.19326397745042,1,0,0,0,1,0,0,0,1,0
"541","No",0,1,1,1,1,0,0,-0.883597653439571,0,0,1,0,1,0,0,1,0,0
"542","No",0,1,0,0,0,1,1,-0.753518923595686,0,0,1,0,1,0,0,0,0,1
"543","Yes",0,1,1,0,1,1,1,-0.983210774541611,0,0,1,0,1,0,0,0,1,0
"544","Yes",0,1,0,1,0,1,1,-0.959605188125586,0,1,0,0,1,0,0,0,0,1
"545","No",0,1,1,0,0,0,0,-1.26596656213026,1,0,0,0,1,0,0,0,1,0
"546","No",0,1,1,1,1,1,0,-1.22208949629012,0,0,1,0,1,0,0,0,0,1
"547","Yes",1,1,0,1,1,0,0,-1.26026109593237,1,0,0,0,1,0,0,0,1,0
"548","Yes",0,1,1,1,0,1,1,-0.604073677581589,1,0,0,0,0,1,0,1,0,0
"549","No",0,1,0,1,0,0,1,-1.07795248563317,1,0,0,0,1,0,1,0,0,0
"550","No",0,1,1,0,0,0,1,-0.398302883317631,0,1,0,1,0,0,1,0,0,0
"551","No",0,1,1,0,0,0,0,-0.607063875846763,1,0,0,1,0,0,0,1,0,0
"552","No",0,1,0,1,1,1,0,-0.762299298367511,0,0,1,0,1,0,0,1,0,0
"553","No",1,1,0,1,1,1,0,-1.17426969501644,1,0,0,0,1,0,0,1,0,0
"554","No",0,1,0,1,0,0,0,-0.540669145984592,0,0,1,1,0,0,0,0,0,1
"555","No",0,1,0,1,0,0,0,-1.06035902429618,0,0,1,0,0,1,0,0,1,0
"556","Yes",1,1,1,0,1,1,1,-0.752171500246904,1,0,0,0,1,0,0,0,1,0
"557","No",0,1,1,0,0,0,0,-1.08990968606917,1,0,0,0,1,0,1,0,0,0
"558","Yes",0,1,0,0,0,1,1,-1.17447995810427,0,0,1,1,0,0,0,0,1,0
"559","Yes",1,0,0,0,0,1,1,-1.00788662276493,0,0,1,0,1,0,1,0,0,0
"560","No",0,1,1,0,0,0,0,-0.746490236994378,1,0,0,0,0,1,0,0,1,0
"561","Yes",0,1,1,1,0,1,1,-1.11676985011134,0,0,1,0,1,0,0,0,0,1
