"","Population","Area","Children","Age","Income","Marital","Gender","Churn","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Contract","Port_modem","Tablet","InternetService","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","PaymentMethod","Tenure","MonthlyCharge","Bandwidth_GB_Year","Timely_response","Timely_fixes","Timely_replacements","Reliability","Options","Respectful","Courteous","Active_listening"
"208",30672,"Suburban",7,65,59990.91,"Divorced","Female","No",9.604665557,14,0,0,"No","Two Year","No","No","Fiber Optic","Yes","No","No","No","No","Yes","Yes","No","Yes","Mailed Check",4.952763872,149.948316,767.8506996,4,4,4,3,3,4,2,3
"209",16515,"Rural",2,67,154718.85,"Widowed","Female","Yes",9.738312225,6,0,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Bank Transfer(automatic)",16.62593689,242.61428,1919.29861,5,4,4,3,3,4,2,4
"210",2043,"Urban",0,63,33323.68,"Divorced","Male","No",8.449531886,20,1,0,"No","Two Year","Yes","No","DSL","Yes","Yes","No","No","No","Yes","No","Yes","No","Electronic Check",22.11524673,172.456745,2496.770215,4,4,3,5,4,3,4,5
"211",5582,"Rural",1,50,10181.73,"Married","Nonbinary","No",7.843654266,10,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","Yes","No","No","No","Credit Card (automatic)",6.524843094,124.964303,561.4934455,6,5,5,2,4,3,3,3
"212",2028,"Urban",1,53,43506.03,"Never Married","Male","No",9.555432535,15,2,1,"No","Two Year","Yes","Yes","Fiber Optic","Yes","No","No","No","No","No","Yes","No","No","Electronic Check",24.64624542,137.439154,2278.858365,4,3,5,2,4,4,4,4
"213",4436,"Rural",3,20,35426.36,"Divorced","Female","No",7.951655098,18,0,0,"Yes","Month-to-month","No","No","DSL","Yes","Yes","Yes","No","Yes","No","No","No","No","Mailed Check",11.34544436,140.00128,1761.711017,3,3,3,5,4,4,4,2
"214",5278,"Suburban",1,75,14508.23,"Separated","Male","No",5.862004423,14,1,0,"No","Two Year","Yes","Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","No","Yes","Bank Transfer(automatic)",8.846951024,157.483594,908.6839372,1,2,2,3,4,2,3,2
"215",415,"Rural",0,89,77269.05,"Divorced","Female","Yes",10.72707391,9,0,1,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","Yes","Yes","No","Yes","Credit Card (automatic)",12.43358232,149.948316,1086.632821,3,5,3,2,5,2,3,3
"216",271,"Rural",3,55,74091.67,"Never Married","Female","No",11.71374732,7,0,1,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Electronic Check",24.71916223,179.965581,2267.242164,2,2,4,4,4,2,4,3
"217",9227,"Rural",3,36,67235.07,"Divorced","Male","No",12.78736044,11,1,0,"No","Two Year","No","No","DSL","No","No","Yes","Yes","Yes","No","No","No","No","Bank Transfer(automatic)",2.606228436,129.99153,1097.505591,2,3,4,4,3,2,3,4
"218",782,"Rural",3,57,33823.17,"Separated","Nonbinary","Yes",13.93273371,12,1,1,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Electronic Check",3.644232332,255.141716,933.2803403,5,5,4,3,4,4,4,6
"219",122,"Suburban",5,78,22247.54,"Separated","Male","Yes",6.364065547,8,0,0,"No","Month-to-month","Yes","Yes","Fiber Optic","No","No","No","Yes","Yes","No","No","Yes","Yes","Mailed Check",14.5875554,182.460772,1674.078908,4,4,3,2,3,3,3,4
"220",17806,"Urban",2,64,5387.61,"Widowed","Female","No",11.80636108,6,1,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","No","No","No","No","Yes","No","Bank Transfer(automatic)",8.700517617,179.947583,955.7834668,5,4,4,4,3,4,5,6
"221",18346,"Rural",0,18,28589.45,"Separated","Female","No",6.867261371,10,0,0,"No","One year","No","No","Fiber Optic","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Electronic Check",14.45990083,232.622804,1911.782207,3,4,5,2,4,4,4,4
"222",1418,"Rural",0,43,78661.45,"Widowed","Female","Yes",10.20451845,11,1,1,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","No","Yes","No","No","Yes","Mailed Check",4.187033385,157.469817,437.8833399,5,4,4,1,4,3,4,4
"223",11092,"Suburban",1,32,31578.17,"Widowed","Female","No",8.504581001,11,0,2,"No","Two Year","Yes","No","DSL","Yes","Yes","No","No","Yes","No","Yes","No","No","Credit Card (automatic)",14.7804282,162.467607,2062.863163,4,3,4,3,4,3,4,4
"224",1085,"Urban",4,28,17101.08,"Never Married","Male","No",7.20065374,8,2,0,"No","Two Year","Yes","Yes","DSL","Yes","No","Yes","No","No","No","No","Yes","No","Credit Card (automatic)",10.19437082,129.959755,1756.819542,5,5,4,4,4,4,5,3
"225",5596,"Suburban",9,26,13057.66,"Separated","Female","No",11.72865495,16,0,0,"No","One year","Yes","No","None","Yes","No","No","No","Yes","Yes","No","No","Yes","Mailed Check",2.871446409,105.010962,676.0809142,3,4,3,5,4,4,3,2
"226",127,"Urban",3,63,43677.84,"Separated","Female","No",14.77952062,8,1,1,"Yes","One year","Yes","Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Mailed Check",8.960033031,184.985293,1207.593093,5,5,4,6,3,5,4,4
"227",50288,"Rural",2,32,19439.54,"Married","Male","Yes",15.9111278,15,1,1,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","No","Yes","No","Yes","No","Electronic Check",5.901029789,139.951231,1259.468498,4,3,4,3,4,3,4,3
"228",1523,"Suburban",3,40,132334.77,"Separated","Male","No",13.12639203,9,0,0,"No","One year","No","Yes","Fiber Optic","No","Yes","No","No","No","No","Yes","Yes","Yes","Mailed Check",17.56356483,240.114868,2136.125116,4,3,3,3,4,2,5,3
"229",604,"Suburban",0,21,70839,"Married","Female","No",12.34002007,7,3,4,"No","One year","No","No","DSL","Yes","No","No","No","Yes","Yes","No","No","Yes","Credit Card (automatic)",1.291871699,117.487242,699.4793992,4,4,3,2,3,3,2,3
"230",11499,"Rural",0,57,47757.95,"Never Married","Female","Yes",7.550902576,12,2,1,"No","Month-to-month","No","No","DSL","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Electronic Check",1.456262249,184.961033,906.2735981,3,3,2,3,4,4,2,2
"231",28,"Rural",1,31,97479.21,"Married","Female","No",4.122791832,11,1,0,"No","One year","No","Yes","None","Yes","Yes","No","No","No","No","Yes","No","Yes","Bank Transfer(automatic)",1.845003373,137.468388,507.6007948,3,3,4,2,3,4,3,5
"232",20235,"Rural",0,75,30814.46,"Widowed","Male","Yes",4.840632447,10,1,0,"No","Month-to-month","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Bank Transfer(automatic)",14.58313517,187.481057,2091.178584,3,4,4,3,4,4,3,3
"233",151,"Urban",0,82,87315.7,"Never Married","Female","Yes",8.352797526,9,0,1,"No","Month-to-month","No","No","DSL","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Mailed Check",4.153793775,242.610632,1267.731181,3,4,4,4,4,4,5,4
"234",796,"Suburban",3,74,87428.18,"Separated","Male","Yes",7.92642809,10,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Electronic Check",3.072369855,169.974105,584.4226607,3,4,4,5,3,2,6,4
"235",81,"Urban",8,34,18136.36,"Married","Male","No",8.704414121,6,1,0,"No","Month-to-month","No","No","DSL","Yes","No","No","No","No","No","No","No","Yes","Bank Transfer(automatic)",14.41890198,92.455141,1971.551928,4,3,4,2,5,2,4,3
"236",396,"Rural",0,72,4916.91,"Married","Male","Yes",17.49332639,12,1,2,"No","Month-to-month","No","No","None","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Mailed Check",1.068799086,172.487091,504.9814106,3,4,3,4,3,3,3,3
"237",10056,"Suburban",0,34,68738.07,"Divorced","Female","Yes",7.595319178,10,3,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Credit Card (automatic)",5.679317142,262.610632,1136.60955,2,3,3,3,5,2,3,4
"238",19556,"Suburban",3,30,21671.58,"Widowed","Male","No",9.227166445,12,1,0,"Yes","Month-to-month","Yes","No","DSL","Yes","No","Yes","No","No","No","No","No","Yes","Mailed Check",9.314854212,94.972827,1487.731702,4,4,3,3,4,4,4,6
"239",1602,"Suburban",3,33,6132.5,"Widowed","Male","No",13.32229504,14,1,0,"No","One year","Yes","Yes","Fiber Optic","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Electronic Check",17.70570806,172.44408,1935.621118,6,5,5,2,4,5,3,4
"240",37540,"Rural",2,35,101771.45,"Never Married","Female","No",9.010061624,12,1,1,"No","Two Year","No","No","DSL","Yes","No","No","No","No","No","No","Yes","Yes","Mailed Check",5.873359501,127.442069,1160.756141,4,5,4,4,5,6,4,4
"241",533,"Urban",3,22,11306.37,"Never Married","Male","Yes",12.834729,9,1,0,"No","Month-to-month","No","No","DSL","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",5.441479864,232.637807,1700.52331,4,3,3,3,4,3,2,2
"242",575,"Urban",4,83,23687.02,"Widowed","Female","No",13.25666082,14,0,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","No","No","No","Yes","No","No","Yes","Bank Transfer(automatic)",13.14070245,137.469817,1577.015173,3,2,3,3,3,5,3,3
"243",1038,"Suburban",3,28,34407.99,"Separated","Female","Yes",11.46370907,15,0,0,"Yes","One year","Yes","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Electronic Check",9.38712707,277.651257,1712.794495,4,3,3,5,3,4,3,4
"244",7088,"Suburban",7,87,68836.53,"Married","Female","No",11.57554015,11,0,0,"No","Two Year","Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Credit Card (automatic)",12.40889924,154.961766,1889.347998,3,4,3,2,4,3,3,4
"245",291,"Suburban",3,36,35105.32,"Widowed","Male","No",13.27478996,11,1,2,"Yes","One year","No","Yes","Fiber Optic","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Bank Transfer(automatic)",7.60247544,162.468917,1078.260358,3,3,3,3,3,2,3,3
"246",35824,"Rural",0,24,18692.53,"Separated","Male","Yes",12.25982132,12,0,0,"No","Month-to-month","No","Yes","None","Yes","Yes","Yes","No","No","No","No","Yes","No","Electronic Check",12.09641389,149.988989,1461.101266,3,3,3,3,3,2,3,3
"247",142,"Rural",0,85,22274.11,"Separated","Female","Yes",8.620125009,10,0,1,"No","Two Year","No","No","DSL","Yes","No","Yes","No","No","No","Yes","Yes","No","Mailed Check",15.82334026,190.12704,2123.334993,4,4,3,3,5,3,3,2
"248",1548,"Rural",7,23,9237.79,"Widowed","Female","Yes",10.62473397,13,0,1,"No","Month-to-month","No","Yes","DSL","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Electronic Check",12.74748675,159.979358,2008.680996,2,3,2,3,3,2,3,4
"249",1848,"Suburban",3,58,49350.86,"Never Married","Female","Yes",12.50834927,8,1,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Electronic Check",18.81607435,194.952509,2346.894471,4,4,4,4,3,3,3,3
"250",37774,"Urban",0,34,53196.73,"Separated","Female","No",8.942252776,9,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","Yes","No","Yes","No","Yes","Mailed Check",7.629943705,149.962093,954.1807838,4,4,4,4,4,5,3,4
"251",799,"Rural",4,49,31644.7,"Divorced","Male","No",15.76975133,8,1,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Mailed Check",11.96148946,227.475448,1599.474597,3,3,4,3,4,4,5,4
"252",1130,"Rural",3,45,40710.63,"Separated","Female","Yes",11.28911933,14,1,0,"No","Month-to-month","No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Credit Card (automatic)",15.56696462,167.484705,2247.823032,4,3,2,4,3,2,4,4
"253",6854,"Rural",1,39,73624.07,"Separated","Female","No",13.75454575,8,0,0,"No","Two Year","Yes","No","DSL","No","No","No","No","Yes","No","No","No","Yes","Bank Transfer(automatic)",9.566169913,104.97808,1344.903546,4,4,4,4,3,5,3,3
"254",128,"Suburban",2,64,33589.11,"Never Married","Male","No",13.56647971,13,1,0,"Yes","One year","No","No","DSL","Yes","No","Yes","Yes","No","No","No","No","Yes","Mailed Check",13.13159395,117.468591,1752.198908,3,3,3,3,4,4,3,3
"255",5367,"Urban",1,49,71631.82,"Widowed","Female","Yes",8.734579171,15,2,2,"Yes","Month-to-month","No","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Mailed Check",2.439520256,245.128318,1341.450253,5,6,5,4,3,6,4,5
"256",7033,"Suburban",0,55,3811.96,"Widowed","Female","No",7.518278856,15,0,0,"No","One year","Yes","No","DSL","Yes","No","No","No","No","Yes","No","No","Yes","Bank Transfer(automatic)",5.174032539,104.964303,820.9557127,3,4,5,4,3,3,3,3
"257",38885,"Rural",0,54,38513.67,"Widowed","Male","Yes",11.93951737,10,2,0,"No","Month-to-month","Yes","Yes","None","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Electronic Check",8.16762508,142.499263,1148.911745,4,4,4,4,3,2,1,5
"258",1159,"Suburban",2,65,37445.32,"Divorced","Female","Yes",7.947973086,15,1,0,"No","Month-to-month","No","Yes","Fiber Optic","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Mailed Check",7.537243981,214.966286,1036.324728,4,4,4,5,3,4,3,4
"259",6049,"Urban",2,41,67940.02,"Widowed","Female","No",12.26691686,8,0,0,"No","Month-to-month","No","No","None","Yes","No","No","No","No","Yes","Yes","No","Yes","Credit Card (automatic)",18.95221637,117.472036,1839.699549,3,3,3,4,1,4,5,4
"260",2153,"Urban",0,87,24378.22,"Never Married","Male","Yes",10.67112794,13,1,0,"No","Two Year","Yes","No","DSL","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Credit Card (automatic)",9.983052758,215.159141,1774.760154,4,5,4,4,4,3,3,4
"261",19165,"Urban",1,74,31198.52,"Separated","Female","No",12.01473007,13,2,1,"No","One year","Yes","No","None","Yes","No","No","No","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",2.704950495,187.656013,711.7404846,4,3,4,2,4,3,4,2
"262",17907,"Rural",1,36,39702.07,"Separated","Male","No",3.356393859,16,1,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Electronic Check",4.269258862,174.975543,919.2881691,6,5,5,3,3,4,3,4
"263",655,"Urban",2,62,27329.96,"Never Married","Female","No",13.37613844,16,0,2,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","No","Yes","No","No","No","Electronic Check",4.397705634,147.460067,476.4598684,5,4,4,5,2,5,4,5
"264",4611,"Suburban",0,26,121993.18,"Divorced","Female","No",13.25969872,10,2,0,"No","Month-to-month","No","No","None","Yes","No","No","Yes","No","Yes","Yes","No","Yes","Electronic Check",16.91776871,139.9678,1754.601627,5,5,5,6,3,6,4,5
"265",3028,"Suburban",0,27,7128.27,"Widowed","Male","No",8.71758667,5,2,0,"Yes","Month-to-month","No","Yes","None","Yes","No","No","Yes","Yes","No","No","Yes","No","Mailed Check",13.03099332,149.984492,1559.824693,4,4,4,5,3,3,5,4
"266",24438,"Rural",4,55,16526.81,"Widowed","Male","Yes",10.86355397,12,2,0,"No","Month-to-month","No","No","None","Yes","No","No","No","Yes","No","Yes","No","Yes","Electronic Check",1.355493769,117.485813,541.4070913,5,4,4,3,4,5,4,6
"267",1826,"Suburban",2,49,26569.81,"Divorced","Female","No",10.43343891,10,2,1,"Yes","One year","Yes","Yes","DSL","No","No","Yes","No","No","No","No","No","No","Bank Transfer(automatic)",9.22316707,94.972827,1304.854276,4,4,4,3,5,4,4,5
"268",5694,"Rural",0,58,42027.65,"Never Married","Female","No",7.723994889,11,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","Yes","No","No","No","Yes","Electronic Check",8.571860106,104.97808,1170.35317,5,4,5,4,3,4,3,4
"269",933,"Suburban",7,86,45181.64,"Never Married","Male","Yes",6.974510376,16,2,0,"No","Two Year","No","Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Mailed Check",2.834098048,240.114868,901.5457844,3,3,2,3,2,3,4,2
"270",148,"Rural",8,72,55708.35,"Divorced","Female","No",11.95403555,13,1,0,"Yes","Month-to-month","No","Yes","Fiber Optic","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Credit Card (automatic)",4.248159714,140.004928,682.4871065,2,3,2,5,3,4,3,2
"271",372,"Urban",1,70,27990.52,"Divorced","Male","No",8.304302989,12,1,1,"No","One year","No","No","Fiber Optic","Yes","No","No","No","Yes","Yes","No","Yes","No","Credit Card (automatic)",19.43267321,172.47417,1884.50089,4,5,3,5,2,5,5,5
"272",33049,"Rural",4,72,12704.28,"Divorced","Male","Yes",12.02547979,12,0,0,"Yes","One year","Yes","Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Credit Card (automatic)",2.876901531,275.119794,956.9132284,4,5,4,3,2,5,4,4
"273",1185,"Suburban",3,81,18913.5,"Never Married","Female","No",6.998489346,14,1,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Credit Card (automatic)",15.26657624,204.979684,1558.309095,4,2,2,4,3,4,4,2
"274",98,"Suburban",1,32,57826.31,"Widowed","Male","No",7.233747171,8,0,0,"Yes","Two Year","Yes","Yes","Fiber Optic","Yes","No","No","No","No","No","Yes","No","No","Electronic Check",2.045299662,137.439154,495.8370195,4,4,4,4,4,4,3,3
"275",0,"Urban",4,64,36220.07,"Separated","Male","Yes",12.30730362,15,1,2,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Mailed Check",7.677039536,235.159141,1370.86345,2,1,3,2,3,2,3,5
"276",15379,"Suburban",3,82,33168.88,"Never Married","Male","No",10.98310848,1,1,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","No","Yes","Yes","No","Yes","Electronic Check",31.10956637,129.948316,3192.755309,3,2,2,3,3,3,3,3
"277",1015,"Urban",5,23,42479,"Divorced","Female","No",8.229564778,11,1,0,"No","One year","No","No","None","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Electronic Check",5.812856338,159.964152,1076.076012,3,3,2,4,4,4,4,4
"278",128,"Urban",3,40,122844.86,"Never Married","Female","No",15.15312675,12,2,2,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","Yes","No","No","Yes","Electronic Check",10.08691319,124.964303,951.5458256,3,4,5,2,4,6,3,5
"279",975,"Urban",3,23,22561.45,"Married","Male","Yes",10.62160932,10,1,2,"No","Month-to-month","No","No","DSL","Yes","Yes","No","No","No","No","Yes","Yes","No","Mailed Check",22.56250894,220.114868,3014.958938,5,4,4,2,4,4,4,4
"280",89075,"Suburban",4,49,27950.05,"Separated","Male","No",8.088610041,14,1,0,"No","One year","No","Yes","DSL","Yes","No","No","Yes","No","No","Yes","No","No","Credit Card (automatic)",17.12047934,139.934918,2275.16632,5,4,5,4,3,3,5,5
"281",22273,"Rural",2,32,55523,"Separated","Female","Yes",10.21011328,11,3,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","No","Electronic Check",3.868738215,169.937833,686.8335296,5,5,4,5,5,3,3,3
"282",2653,"Rural",8,18,15782,"Divorced","Female","No",7.592089883,13,0,0,"No","Two Year","Yes","No","DSL","Yes","No","Yes","No","No","No","No","Yes","No","Mailed Check",6.642819537,129.959755,1539.452153,3,4,3,3,4,4,2,4
"283",6289,"Suburban",3,87,11565.2,"Separated","Female","Yes",10.35922638,14,1,0,"No","One year","No","Yes","None","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Electronic Check",2.288223389,245.174977,937.6860638,4,5,4,6,1,6,4,4
"284",3431,"Suburban",3,49,46183.9,"Married","Female","No",6.399633802,14,0,2,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","No","No","Yes","No","Yes","Yes","Credit Card (automatic)",3.688657724,159.951231,557.4590468,5,4,3,5,2,8,6,5
"285",9045,"Rural",1,55,7682.28,"Never Married","Male","No",8.462349988,14,2,0,"No","One year","No","Yes","None","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Electronic Check",6.086525665,139.99789,840.1259162,3,2,2,4,3,3,4,3
"286",0,"Urban",3,56,66945.1,"Widowed","Male","No",11.91191765,15,1,0,"No","One year","Yes","No","DSL","Yes","No","No","Yes","No","No","Yes","No","Yes","Electronic Check",2.354138635,139.934918,1011.509096,3,2,3,5,2,5,4,5
"287",6292,"Suburban",5,27,13262.8,"Married","Male","No",9.694498267,17,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","Yes","Credit Card (automatic)",15.98515564,169.937833,1870.659833,4,4,4,4,2,3,4,5
"288",1234,"Suburban",0,35,23781.26,"Divorced","Female","No",6.476262682,16,0,1,"No","Two Year","Yes","No","DSL","No","No","No","No","No","No","No","Yes","Yes","Mailed Check",16.48377098,127.442069,1968.581014,3,3,4,2,3,4,3,2
"289",1431,"Urban",0,23,77548.98,"Widowed","Female","Yes",11.47612243,7,0,0,"No","Month-to-month","Yes","No","None","Yes","No","No","Yes","No","No","No","Yes","No","Bank Transfer(automatic)",7.989151046,137.461553,992.3896521,2,2,3,2,5,1,4,3
"290",33,"Rural",4,50,29216.14,"Divorced","Male","Yes",9.047716037,9,0,1,"No","Month-to-month","No","No","None","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Credit Card (automatic)",7.840871292,182.476229,1173.415489,3,3,3,3,4,4,3,2
"291",2712,"Rural",4,46,65864.17,"Widowed","Female","No",12.2946551,13,2,0,"Yes","One year","Yes","No","None","No","Yes","Yes","No","No","Yes","No","No","No","Bank Transfer(automatic)",7.349883172,127.511223,885.546457,3,2,4,2,2,3,4,3
"292",57800,"Urban",0,72,26759.06,"Never Married","Female","No",6.612802087,6,1,0,"No","Month-to-month","No","Yes","DSL","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Credit Card (automatic)",9.38354759,142.452604,1470.820856,4,3,3,5,3,3,4,1
"293",1263,"Urban",8,37,17255.25,"Divorced","Male","No",9.307477533,7,0,0,"No","Month-to-month","No","No","DSL","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Electronic Check",3.724597242,159.979358,1336.534659,3,3,2,5,3,3,3,4
"294",2688,"Urban",0,34,71603.66,"Married","Female","No",13.82562816,14,0,1,"No","Two Year","No","No","None","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Electronic Check",8.831489129,152.502178,1185.69317,3,4,4,5,2,5,4,4
"295",5342,"Urban",4,27,34035.83,"Never Married","Male","No",15.75142268,10,2,0,"No","One year","Yes","No","DSL","Yes","No","No","No","No","Yes","Yes","No","Yes","Electronic Check",3.507044017,129.948316,1142.173902,3,3,4,5,4,2,4,4
"296",170,"Rural",0,24,14048.99,"Never Married","Female","Yes",6.773212666,9,1,0,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","No","Yes","Yes","Yes","Credit Card (automatic)",6.390769574,207.609354,1061.749813,4,6,4,3,4,4,4,2
"297",5803,"Suburban",3,51,90956.64,"Widowed","Female","No",2.737931836,13,0,0,"No","Month-to-month","Yes","No","None","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Mailed Check",13.23888382,162.500489,1526.656486,1,1,2,4,4,3,3,3
"298",13549,"Rural",3,32,26473.71,"Married","Female","Yes",10.89250998,23,0,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Bank Transfer(automatic)",10.44223446,192.48852,1257.976073,5,4,5,3,3,5,5,3
"299",1562,"Suburban",0,33,8888.06,"Widowed","Female","Yes",10.35503587,15,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Electronic Check",7.154371452,217.483972,1123.503268,4,5,5,4,3,5,5,4
"300",601,"Rural",0,34,49393.59,"Never Married","Female","No",6.26674205,14,1,0,"Yes","Two Year","No","No","DSL","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Mailed Check",3.160392389,164.967019,1099.763014,4,4,4,3,3,5,6,5
"301",9930,"Rural",3,64,48413.98,"Divorced","Female","No",13.47305526,14,0,0,"No","Month-to-month","No","No","DSL","Yes","No","No","Yes","No","No","No","Yes","Yes","Bank Transfer(automatic)",11.32483244,149.937833,1637.132389,3,4,2,3,4,3,3,2
"302",130,"Rural",1,69,30040.32,"Widowed","Male","No",10.88292652,10,0,1,"No","Month-to-month","Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Mailed Check",12.47525704,139.983006,1665.50808,3,3,3,4,3,3,3,4
"303",21013,"Urban",2,19,24897.26,"Widowed","Female","Yes",9.523802161,11,1,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Electronic Check",4.955415304,232.641455,1111.571623,2,3,2,5,2,3,3,3
"304",636,"Urban",0,60,9966.89,"Widowed","Male","Yes",13.78001485,11,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Mailed Check",13.31283015,214.966286,1546.673637,3,3,3,3,4,2,2,4
"305",7842,"Suburban",7,74,48623.32,"Separated","Female","No",6.261594795,5,2,1,"No","Two Year","Yes","Yes","Fiber Optic","No","No","Yes","No","No","No","No","No","No","Mailed Check",6.22226629,114.972827,717.4300821,4,3,4,3,5,4,3,4
"306",18875,"Suburban",2,64,19887.32,"Never Married","Male","No",5.659084819,17,2,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","No","No","Mailed Check",16.24273454,160.00128,1656.731409,2,3,2,2,6,3,3,2
"307",380,"Urban",1,74,44165.21,"Separated","Female","No",7.143133915,13,1,0,"Yes","Two Year","No","No","DSL","Yes","No","No","No","No","No","No","No","Yes","Electronic Check",6.7464384,92.455141,913.9626257,4,5,4,2,4,3,4,2
"308",2800,"Suburban",0,18,18426.49,"Divorced","Female","No",14.39528085,10,1,1,"Yes","One year","No","Yes","Fiber Optic","Yes","No","No","No","No","No","No","No","No","Electronic Check",2.170567319,112.455141,278.350323,4,4,4,2,5,3,5,2
"309",8381,"Suburban",0,58,47034.88,"Never Married","Female","No",8.929622575,13,1,0,"No","Month-to-month","No","Yes","DSL","No","Yes","No","No","No","No","Yes","No","No","Electronic Check",12.94334524,149.944668,1711.161405,4,4,5,4,3,3,5,4
"310",2382,"Suburban",1,79,10457.26,"Never Married","Female","No",11.41399094,11,1,0,"No","Two Year","No","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Electronic Check",15.6930298,204.979684,1538.239707,3,4,4,5,1,5,4,3
"311",64,"Rural",3,86,33394.07,"Divorced","Male","No",10.80481174,10,3,0,"No","One year","Yes","No","Fiber Optic","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Bank Transfer(automatic)",8.447638937,197.48762,1162.715411,3,4,3,4,2,4,4,4
